,CDCID,GenusName,InitialExposure,LastExposure,TotalCases,Exposurestate,ExposureState,ExposureCounty1,ExposureCounty2,ExposureCounty3,ExposureCounty4,ExposureCounty5,ExposureCounty6,ExposureCounty7,ExposureCounty8,ExposureCounty9,ExposureCounty10,ExposureCounty11,TEMP,MAX,MIN,DEWP,SLP,STP,WDSP,MXSPD,PRCP,SNDP,Fog,Rain or Drizzle,Snow or Ice Pellets,Hail,Thunder,Tornado or Funnel Cloud,Median age,Immigrants,Households Median Income,%Food preparation,"%Farming, fishing, and forestry",Population Density,RH,SLP-STP,MSXPD-WDSP
0,5877,Norovirus,2011/1/3,2011/1/3,7,VA,Virginia,Fairfax,,,,,,,,,,,32.7,40.65,26.8,12.05,1023.2,1015.65,8.8,17.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.39917808,85193.4137,108414.1534,4.231361397,0.06977214,2722.976201,41.77605146541092,7.550000000000068,8.2
1,5981,Norovirus,2011/1/2,2011/1/2,8,CO,Colorado,Douglas,Larimer,Weld,,,,,,,,,9.475,30.9,-6.875,-3.266666667,1019.9,836.55,4.1,14.33333333,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.73205479,24228.55068,71405.53516,4.696576557,0.797713967,170.1020434,55.34146289632322,183.35000000000002,10.23333333
2,6015,Norovirus,2011/1/11,2011/1/11,24,WY,Wyoming,Platte,,,,,,,,,,,1.51,13.04,-9.64,-4.24,1035.84,855.7,5.24,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.46684932,448.3205479,46073.83836,7.630068341,6.922923625,4.164751363,76.10739931327866,180.13999999999987,4.879999999999999
3,6040,Norovirus,2011/1/12,2011/1/12,22,MN,Minnesota,Stevens,,,,,,,,,,,3.9,8.6,-2.2,-1.0,1015.5999755859375,992.9,12.0,17.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.03287671,1080.142466,47690.4,5.254483095,4.692423381,17.21657738,79.50296923842967,22.699975585937523,5.100000000000001
4,6199,Norovirus,2011/1/23,2011/1/23,6,MN,Minnesota,Mower,,,,,,,,,,,-5.8,6.8,-16.6,-11.7,1022.9199829101562,976.1,3.8,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.74410959,2249.931507,45526.74795,4.981636164,1.310099249,54.7942702,74.75610098683929,46.81998291015623,6.1000000000000005
5,6220,Norovirus,2011/2/3,2011/2/7,8,NY,New York,New York,,,,,,,,,,,34.36666667,40.59333333,28.83333333,21.39,1016.74,1011.56,6.32,16.5,0.064,5.273333333,0.266666667,0.333333333,0.2,0.0,0.0,0.0,36.39013699,139313.7452,66983.7589,4.447133346,0.058198829,69547.63595,58.61671262093283,5.180000000000064,10.18
6,6286,Norovirus,2011/2/6,2011/2/6,5,MN,Minnesota,Hennepin,,,,,,,,,,,27.5,29.26666667,21.56666667,21.26666667,1014.3,980.0,5.133333333,10.7,0.003333333,3.933333333,0.0,0.0,1.0,0.0,0.0,0.0,35.9,75423.6,62799.95616,5.297672056,0.167614361,2068.705087,77.04215685037256,34.299999999999955,5.566666666999999
7,6287,Norovirus,2011/2/9,2011/2/9,15,MN,Minnesota,Hennepin,,,,,,,,,,,-1.2,6.7,-9.033333333,-11.43333333,1027.033333,992.2,7.933333333,13.03333333,0.0,3.666666667,0.0,0.0,0.0,0.0,0.0,0.0,35.9,75429.0,62786.49315,5.296455396,0.16741234,2068.561472,60.75043298973086,34.83333300000004,5.099999996999999
8,6289,Norovirus,2011/1/1,2011/1/1,14,RI,Rhode Island,Kent,,,,,,,,,,,39.0,54.0,28.0,32.1,1019.0,1016.7,3.3,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42.19917808,6892.575342,61278.47671,5.624810333,0.179653338,988.7417955,76.03608980415774,2.2999999999999545,3.7
9,6290,Norovirus,2011/1/15,2011/1/15,54,RI,Rhode Island,Kent,,,,,,,,,,,16.9,32.0,5.0,9.7,1022.1,1019.8,5.0,12.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,42.18767123,6900.630137,61271.15068,5.617251204,0.177520039,988.8792614,72.7737720632557,2.300000000000068,7.0
10,6294,Norovirus,2011/1/13,2011/1/13,18,CA,California,Kern,,,,,,,,,,,40.6,55.87142857,28.48571429,27.78333333,1035.625,952.45,3.285714286,9.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,49594.86849,47987.80548,5.551440959,8.399289302,101.9157844,59.91867418882026,83.17499999999995,5.857142857
11,6348,Norovirus,2011/2/9,2011/2/11,111,IL,Illinois,Cook,,,,,,,,,,,9.275,17.75,2.866666667,-1.633333333,1022.3,997.6555556,9.483333333,15.91666667,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,35.18876712,172385.9397,54524.31233,5.449559374,0.104601685,5481.506057,60.3705344526927,24.644444399999998,6.4333333370000005
12,6366,Norovirus,2011/2/19,2011/2/19,40,NY,New York,Orange,,,,,,,,,,,37.9,57.75,23.0,14.5,1006.2,990.65,19.5,29.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.37260274,16350.86301,70188.38356,4.380152921,0.61881779,457.8218758,37.85550120986473,15.550000000000068,10.05
13,6432,Norovirus,2011/2/25,2011/2/25,12,IL,Illinois,DuPage,,,,,,,,,,,31.8,36.05,28.2,24.4,1017.7,990.2,10.55,19.05,0.035,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.73863014,55301.39726,77441.96712,4.164286058,0.099218434,2790.238645,73.76875508336951,27.5,8.5
14,6454,Norovirus,2011/2/20,2011/2/21,16,MN,Minnesota,Dakota,,,,,,,,,,,23.875,26.2,20.175,19.5,1016.2999877929688,991.8,9.725,17.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.35767123,24388.12877,73599.82329,4.329264285,0.28568295,704.5914035,83.0749742604904,24.499987792968795,7.275
15,6472,Norovirus,2011/2/28,2011/2/28,24,IL,Illinois,McHenry,,,,,,,,,,,31.24,36.86,25.24,20.82,1015.79,985.32,8.54,13.61,0.18,0.4,0.0,1.0,1.0,0.0,0.0,0.0,37.51917808,12745.50137,76839.97808,4.591240968,0.244692902,509.7251076,64.87921758403739,30.469999999999914,5.07
16,6495,Norovirus,2011/2/24,2011/2/25,9,MN,Minnesota,Dakota,,,,,,,,,,,18.9,26.9,12.65,10.25,1032.699951171875,999.7,7.725,12.525,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,36.35438356,24388.21644,73590.25616,4.328178031,0.285147308,704.5296662,68.42286538012698,32.999951171874955,4.800000000000001
17,6522,Norovirus,2011/3/5,2011/3/5,10,IL,Illinois,Cook,,,,,,,,,,,34.375,41.85,29.275,31.63333333,1017.9,994.0,16.9,23.225,0.403333333,0.0,0.0,0.75,0.75,0.0,0.25,0.0,35.18246575,172440.3205,54482.97534,5.435483574,0.104487523,5480.831412,89.57022484387574,23.899999999999977,6.325000000000003
18,6584,Norovirus,2011/3/6,2011/3/6,53,MN,Minnesota,Ramsey,,,,,,,,,,,20.7,30.0,10.9,12.1,1027.6,1000.4,3.9,9.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.61780822,43520.0,52570.89041,5.324014913,0.394861071,3324.259922,68.80209142624307,27.199999999999932,6.0
19,6685,Norovirus,2011/3/12,2011/3/12,26,MS,Mississippi,San Diego,Harrison,Jackson,,,,,,,,,57.5875,64.7625,48.1375,48.0,1024.1625,1023.033333,5.8625,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.31945205,13370.01918,47027.03288,8.273454793,0.281767066,256.3229859,70.32894033000073,1.1291669999999385,5.437500000000001
20,6732,Norovirus,2011/3/10,2011/3/10,5,MN,Minnesota,Dakota,,,,,,,,,,,29.95,34.7,26.8,25.6,1025.800048828125,1000.0,7.75,14.0,0.03,0.0,0.0,0.0,0.5,0.0,0.0,0.0,36.34328767,24388.51233,73557.96712,4.324511923,0.283339518,704.3213029,83.60169571813256,25.800048828125,6.25
21,6745,Norovirus,2011/2/5,2011/2/5,14,CA,California,Los Angeles,,,,,,,,,,,54.41428571,66.53571429,43.12857143,39.11666667,1021.308333,981.925,3.028571429,8.607142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.57041096,283099.3644,56188.08219,5.218645138,0.331544013,2411.317806,56.15067555741664,39.38333299999999,5.578571428
22,6749,Norovirus,2011/2/13,2011/2/13,24,PA,Pennsylvania,Westmoreland,,,,,,,,,,,39.3,48.2,28.4,28.5,1012.6749877929688,971.3,13.3,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.75178082,12762.47671,48823.49315,5.775159757,0.140596202,355.6873931,64.91120970598709,41.374987792968795,4.800000000000001
23,6828,Norovirus,2011/1/15,2011/1/15,19,OR,Oregon,Jackson,,,,,,,,,,,46.4,51.1,41.0,44.8,1029.9,981.1,1.0,5.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,41.79589041,12868.65753,43417.06849,6.298407223,1.481097156,72.60965905,94.1139189643434,48.80000000000007,4.1
24,6832,Norovirus,2011/1/21,2011/1/21,22,OR,Oregon,Coos,,,,,,,,,,,43.85,52.525,38.225,40.25,1026.1,967.7000122070312,2.666666667,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.78273973,3985.378082,37771.85479,5.835929855,2.819236947,39.54474757,87.0473100689236,58.39998779296866,10.633333333000001
25,6938,Norovirus,2011/3/23,2011/3/24,44,FL,Florida,Palm Beach,,,,,,,,,,,74.1,85.85,60.35,60.75,1015.6,1015.4,7.175,12.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.25479452,70898.15753,53016.77397,6.392070903,0.813193653,663.5988927,63.14767535306841,0.20000000000004547,5.375000000000001
26,7014,Norovirus,2011/4/2,2011/4/2,24,CT,Connecticut,New London,,,,,,,,,,,42.2,52.03333333,36.7,32.25,995.9333333,995.7,10.83333333,16.96666667,0.023333333,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,39.94958904,18890.52329,66608.98082,6.089329506,0.192580312,410.2351686,67.56784566294127,0.23333329999991292,6.133333339999998
27,7036,Norovirus,2011/4/8,2011/4/10,81,HI,Hawaii,Honolulu,,,,,,,,,,,75.28,82.00666667,70.95333333,66.30833333,1017.666667,1016.977778,5.853333333,11.7,0.130666667,0.0,0.0,0.333333333,0.0,0.0,0.066666667,0.0,37.64575342,59379.07123,70945.65753,7.4955123,0.424125647,1568.575734,73.75283801893289,0.6888890000000174,5.846666666999999
28,7043,Norovirus,2011/4/2,2011/4/2,20,TN,Tennessee,Greene,,,,,,,,,,,46.96,59.44,35.12,18.59,1009.5,955.8,9.2,19.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.09917808,2984.4,36450.39452,4.371600786,0.502507645,110.1062983,31.910626235429753,53.700000000000045,9.8
29,7182,Norovirus,2011/4/14,2011/4/15,60,MI,Michigan,Washtenaw,,,,,,,,,,,45.75,56.5,36.5,32.2,1021.15,990.35,10.0,18.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,32.8,38044.0137,59544.60548,6.325470241,0.148749848,487.9862954,58.8810445395328,30.799999999999955,8.0
30,7204,Norovirus,2011/4/4,2011/4/4,6,MD,Maryland,Anne Arundel,,,,,,,,,,,59.82,81.78,46.2,41.5,1007.075,1004.45,8.733333333,17.03333333,0.006,0.0,0.0,0.6,0.0,0.0,0.2,0.0,38.24849315,38758.56712,85114.66849,4.053181108,0.164405461,1279.805855,50.70043784493294,2.625,8.299999997000002
31,7208,Norovirus,2011/4/16,2011/4/17,9,NY,New York,Monroe,,,,,,,,,,,44.31666667,51.03333333,36.26666667,34.3,1006.625,986.75,17.475,25.975,0.106666667,0.0,0.0,0.333333333,0.166666667,0.0,0.0,0.0,38.24164384,30432.27808,51980.76575,5.244124857,0.145523017,1129.53653,67.64511248577001,19.875,8.5
32,7211,Norovirus,2011/3/31,2011/3/31,22,GA,Georgia,DeKalb,,,,,,,,,,,50.1,54.0,45.0,45.0,1006.9,971.5,6.3,15.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.05068493,69333.38356,51622.49315,5.410058956,0.047802316,2574.410879,82.55743623661812,35.39999999999998,8.7
33,7212,Norovirus,2011/2/6,2011/2/16,207,GA,Georgia,Chattahoochee,,,,,,,,,,,41.47272727,59.25454545,27.7,29.48181818,1022.181818,1013.427273,3.763636364,10.3,0.028181818,0.0,0.181818182,0.181818182,0.0,0.0,0.090909091,0.0,24.51506849,5430.158904,50097.87671,7.336707959,0.0,46.98818484,62.10665789875854,8.754545000000007,6.536363636000001
34,7215,Norovirus,2011/2/11,2011/2/11,27,CA,California,Los Angeles,,,,,,,,,,,55.82666667,70.21333333,43.54666667,22.91538462,1020.138462,983.1846154,4.26,10.17333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.56547945,283092.5918,56175.09589,5.216812934,0.331381332,2411.198339,27.647273949835515,36.95384660000002,5.91333333
35,7231,Norovirus,2011/4/15,2011/4/17,23,MN,Minnesota,Beltrami,,,,,,,,,,,32.65,39.5,27.5,20.7,1011.5150146484375,967.25,9.9,18.01666667,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,33.56767123,2871.309589,43816.20548,6.194609621,1.004185158,17.60590443,60.976665995831716,44.2650146484375,8.116666669999999
36,7235,Norovirus,2011/4/3,2011/4/3,9,WA,Washington,Cowlitz,,,,,,,,,,,43.8,51.8,39.2,34.9,1029.1812744140625,1024.0,5.6,15.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.79808219,5861.230137,46312.2,5.492759242,3.021389394,89.22982467,70.66346081557612,5.1812744140625,9.4
37,7240,Norovirus,2011/3/26,2011/4/3,18,AL,Alabama,Fayette,,,,,,,,,,,54.49666667,67.66111111,44.61444444,34.35444444,1012.794444,1005.453333,5.57,12.96555556,0.2,0.0,0.0,0.666666667,0.0,0.0,0.333333333,0.0,42.62684932,1122.010959,33666.2137,4.686115869,1.889612375,27.70300123,46.38591219120688,7.341110999999955,7.39555556
38,7242,Norovirus,2011/4/30,2011/4/30,24,IL,Illinois,La Salle,,,,,,,,,,,57.71,72.22,48.67,26.54,1011.2,986.64,14.12,26.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.76849315,3997.150685,52217.82192,6.30887538,1.079208776,100.2889683,30.054406665846706,24.56000000000006,12.01
39,7269,Norovirus,2011/2/22,2011/2/23,18,CA,California,Los Angeles,,,,,,,,,,,49.25,57.80333333,40.69666667,38.03461538,1016.819231,979.8076923,4.29,10.55333333,0.0,0.0,0.033333333,0.0,0.0,0.0,0.0,0.0,34.5560274,283079.611,56150.20548,5.213301209,0.331069526,2410.96936,65.1096058197002,37.01153869999996,6.263333329999999
40,7275,Norovirus,2011/3/7,2011/3/7,8,CA,California,Los Angeles,,,,,,,,,,,55.70666667,62.62,51.05333333,47.06153846,1012.253846,975.7461538,11.79333333,22.99333333,0.014,0.0,0.133333333,0.4,0.066666667,0.0,0.0,0.0,34.54575342,283065.5014,56123.15068,5.209484116,0.330730607,2410.72047,72.65945423527053,36.50769219999995,11.2
41,7276,Norovirus,2011/3/12,2011/3/12,21,CA,California,Los Angeles,,,,,,,,,,,55.08571429,64.51428571,47.41428571,45.63333333,1017.641667,978.525,6.607142857,13.65,0.000714286,0.0,0.142857143,0.071428571,0.0,0.0,0.0,0.0,34.54164384,283059.8575,56112.32877,5.207957279,0.330595039,2410.620914,70.4109070022546,39.11666700000001,7.042857143
42,7277,Norovirus,2011/3/10,2011/3/15,57,PA,Pennsylvania,Elk,,,,,,,,,,,36.61833333,46.89,31.00833333,23.72166667,1017.4,965.1183333,9.135,15.70833333,0.11,0.0,0.0,0.5,0.333333333,0.0,0.0,0.0,44.28246575,560.0219178,43028.53836,4.874449553,1.157919646,39.0173382,59.14614375078126,52.28166669999996,6.5733333300000005
43,7281,Norovirus,2011/4/16,2011/4/18,41,ME,Maine,Penobscot,,,,,,,,,,,38.78888889,49.43333333,29.98888889,26.51666667,1017.05,1004.55,6.983333333,14.5,0.352222222,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,39.68273973,9751.093151,43324.5589,5.77646895,0.967401639,45.1124967,61.02142403804389,12.5,7.516666667
44,7325,Norovirus,2011/5/5,2011/5/5,13,IL,Illinois,Fulton,,,,,,,,,,,52.46,67.63,39.05,39.43,1023.89,1000.42,9.55,19.48,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,42.16849315,2173.493151,42382.52055,5.332326799,0.967058946,42.91869762,61.05660822975744,23.470000000000027,9.93
45,7360,Norovirus,2011/2/6,2011/2/6,8,CA,California,Los Angeles,,,,,,,,,,,58.4,71.3,47.66666667,43.73846154,1018.846154,982.3076923,4.666666667,10.72,0.000666667,0.0,0.266666667,0.0,0.0,0.0,0.0,0.0,34.56958904,283098.2356,56185.91781,5.218339771,0.3315169,2411.297895,58.12836415352008,36.53846169999997,6.053333333
46,7393,Norovirus,2011/4/29,2011/4/29,19,GA,Georgia,Houston,,,,,,,,,,,64.5,79.9,49.5,48.1,1017.0,1006.3,7.0,13.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,11809.88219,55529.34247,5.747408601,0.431027743,364.5593961,55.271074707782375,10.700000000000045,6.0
47,7467,Norovirus,2011/4/2,2011/4/2,6,FL,Florida,Seminole,,,,,,,,,,,68.3,82.9,55.9,52.7,1015.5,1013.6,6.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.99917808,29903.78356,58923.87945,5.363455387,0.143174765,1355.211504,57.48513993871093,1.8999999999999773,7.4
48,7534,Norovirus,2011/5/7,2011/5/7,20,NY,New York,Richmond,,,,,,,,,,,61.5,69.4,53.6,50.20000076293945,1010.4,1005.75,5.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.23041096,13333.18904,72171.6274,3.312993337,0.026812574,7968.73239,66.41279651244501,4.649999999999977,7.7
49,7537,Norovirus,2011/4/28,2011/5/3,61,MN,Minnesota,Hennepin,,,,,,,,,,,44.25,57.07777778,35.32777778,30.40555556,1013.061111,980.4277778,10.03888889,17.13333333,0.102222222,0.0,0.055555556,0.388888889,0.277777778,0.0,0.0,0.0,35.9,75573.9,62425.23562,5.263808345,0.161991441,2064.707789,57.967325586975996,32.63333320000004,7.094444439999998
50,7539,Norovirus,2011/4/30,2011/5/5,29,MN,Minnesota,Dakota,,,,,,,,,,,45.04166667,56.475,36.25,31.125,1015.1300048828125,995.5833333,8.558333333,17.83333333,0.106666667,0.0,0.0,0.333333333,0.083333333,0.0,0.0,0.0,36.29931507,24389.68493,73430.00685,4.309983271,0.276175312,703.4955667,57.91294957995879,19.54667158281245,9.274999996999998
51,7542,Norovirus,2011/5/11,2011/5/11,9,MN,Minnesota,Fillmore,,,,,,,,,,,74.0,86.9,65.3,62.7,1012.4000244140625,960.8,6.4,17.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,42.79232877,895.969863,47203.52877,4.270615962,2.990176736,24.33238701,67.87297600252603,51.600024414062545,10.700000000000001
52,7545,Norovirus,2011/5/14,2011/5/17,5,MN,Minnesota,Hennepin,,,,,,,,,,,52.65833333,63.99166667,41.85,31.16666667,1018.808333,986.4416667,8.216666667,14.38333333,0.021666667,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,35.9,75600.9,62357.92055,5.257725044,0.160981336,2063.989711,43.642356924323714,32.366666299999906,6.166666662999999
53,7548,Norovirus,2011/5/6,2011/5/6,32,MN,Minnesota,Wright,,,,,,,,,,,55.0,67.2,40.8,38.5,1020.0,974.85,3.25,10.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.29643836,7363.838356,69083.35342,4.69324856,0.397054297,184.804163,53.65650429125203,45.14999999999998,6.75
54,7603,Norovirus,2011/5/18,2011/5/18,6,TN,Tennessee,Hamilton,,,,,,,,,,,54.0,64.0,44.1,44.2,1010.7,986.0,2.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1,18272.36712,45667.96164,6.633219018,0.161514801,610.931079,69.36490373571728,24.700000000000045,4.1
55,7853,Norovirus,2011/4/3,2011/4/6,51,PA,Pennsylvania,Northampton,,,,,,,,,,,49.1725,62.6025,35.9975,28.96,1007.3575,993.4,6.8025,13.1,0.0875,0.0,0.0,0.75,0.0,0.0,0.0,0.0,40.42232877,19245.29726,60079.66849,4.712413702,0.218311263,800.3363496,45.38528168760232,13.957499999999982,6.297499999999999
56,7754,Norovirus,2011/4/21,2011/4/21,29,FL,Florida,Lee,,,,,,,,,,,78.475,89.625,68.35,60.35,1019.033333,1018.15,5.725,12.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.87835616,43644.08493,49617.34247,7.098651749,0.571225304,781.35112,53.853528568339556,0.8833329999999933,6.800000000000001
57,7781,Norovirus,2011/5/27,2011/5/27,13,IL,Illinois,Kane,,,,,,,,,,,51.7,66.0,39.9,39.5,1014.9,988.8,9.1,14.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.31945205,29307.49041,68799.66301,4.401072823,0.197080115,974.5130146,62.96119531006703,26.100000000000023,4.9
58,7793,Norovirus,2011/4/20,2011/4/22,21,AL,Alabama,Madison,,,,,,,,,,,67.21111111,77.14444444,59.15555556,60.47777778,1017.866667,993.0555556,6.233333333,15.45555556,0.383333333,0.0,0.111111111,0.555555556,0.0,0.0,0.555555556,0.0,37.1,20718.04658,56965.81644,4.710504964,0.167786389,408.4478879,79.02188858903853,24.81111139999996,9.222222227
59,7801,Norovirus,2011/4/24,2011/4/27,197,MA,Massachusetts,Worcester,,,,,,,,,,,57.9125,70.925,49.75,51.975,1016.1625,991.3875,5.5,12.5125,0.1625,0.0,0.25,0.875,0.0,0.0,0.0,0.0,38.73671233,31951.03836,65259.36986,4.804225328,0.217240055,525.5543952,80.58203661983259,24.774999999999977,7.012499999999999
60,7868,Norovirus,2011/5/28,2011/5/28,11,MN,Minnesota,Kandiyohi,,,,,,,,,,,58.5,71.6,48.2,50.6,1016.6221923828125,989.3555297851562,9.2,18.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.43780822,2368.734247,49751.59178,5.122603847,2.487800034,52.638871,74.99375589448786,27.26666259765625,8.900000000000002
61,7927,Norovirus,2011/2/5,2011/2/15,33,CO,Colorado,Arapahoe,,,,,,,,,,,27.67272727,42.30909091,18.25454545,11.66363636,1019.972727,825.1727273,8.327272727,15.80909091,0.049090909,1.790909091,0.090909091,0.090909091,0.272727273,0.0,0.0,0.0,35.58876712,53757.90959,59800.18356,5.688076646,0.185295797,704.5632418,50.39070691793419,194.79999969999994,7.481818183
62,7938,Norovirus,2011/3/11,2011/3/18,15,CA,California,Los Angeles,,,,,,,,,,,58.30178571,68.89636905,49.71886905,44.68389423,1018.740224,981.5670673,6.375952381,13.74511905,0.000339286,0.0,0.126190476,0.008928571,0.0,0.0,0.0,0.0,34.53958904,283057.0356,56106.91781,5.207193861,0.330527255,2410.571136,60.47585238689961,37.17315670000005,7.369166668999999
63,7893,Norovirus,2011/5/13,2011/5/13,39,OK,Oklahoma,Oklahoma,,,,,,,,,,,62.23333333,78.4,53.9,45.03333333,1012.933333,967.2666667,15.9,24.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,34.4,48555.59452,43867.51781,6.241162946,0.290595218,1000.82588,53.298232562003875,45.666666299999974,8.1
64,7894,Norovirus,2011/4/9,2011/4/9,5,AZ,Arizona,Maricopa,,,,,,,,,,,50.80769231,65.26923077,44.05384615,40.38181818,1010.14,968.3,7.727272727,14.76363636,0.04875,0.0,0.0,0.769230769,0.0,0.0,0.0,0.0,34.31863014,200900.8603,55086.79452,5.602882784,0.238920056,411.4758927,67.34363698617813,41.84000000000003,7.036363633
65,8235,Norovirus,2011/5/22,2011/5/22,10,CA,California,San Diego,,,,,,,,,,,60.2125,67.0875,55.5,51.97857143,1013.761538,994.5833333,4.6125,9.95625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.56109589,169612.9726,63550.43562,5.70359527,0.522185052,724.0753795,74.23881846211793,19.178204699999924,5.343750000000001
66,8240,Norovirus,2011/7/24,2011/7/24,19,IL,Illinois,Cook,,,,,,,,,,,78.4,85.375,72.675,70.96666667,1014.7,992.6666667,5.175,19.275,0.02,0.0,0.25,0.75,0.0,0.0,0.75,0.0,35.14383562,172773.6986,54229.56164,5.349192802,0.103787663,5476.695548,78.02913989066693,22.033333300000095,14.099999999999998
67,7959,Norovirus,2011/6/4,2011/6/4,80,GA,Georgia,Cobb,,,,,,,,,,,84.2,92.05,72.25,65.05,1019.3,981.9,3.6,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.07260274,63566.12329,65465.0411,5.049559828,0.098177005,2006.97208,52.7547899957694,37.39999999999998,2.9
68,7969,Norovirus,2011/6/18,2011/6/19,14,VA,Virginia,Stafford,,,,,,,,,,,74.55,83.125,66.2,69.05,1011.15,1007.625,2.6,7.0,0.1475,0.0,0.25,0.5,0.0,0.0,0.0,0.0,34.25356164,14626.03562,93918.23699,3.849460528,0.050699025,468.104561,83.0416368858904,3.5249999999999773,4.4
69,7981,Norovirus,2011/5/24,2011/5/24,5,TN,Tennessee,Hamilton,,,,,,,,,,,79.3,89.1,64.9,61.8,1013.6,989.5,6.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1,18296.99178,45661.09041,6.632353819,0.159756533,610.8127985,55.17648483064863,24.100000000000023,6.2
70,7990,Norovirus,2011/6/18,2011/6/18,23,CT,Connecticut,New Haven,,,,,,,,,,,67.6,79.25,59.725,61.1,1010.4,1000.966667,3.25,8.75,0.2725,0.0,0.75,0.5,0.0,0.0,0.0,0.0,38.86109589,35926.49315,61856.65205,4.787113057,0.160322656,1419.000676,79.70910515141749,9.433332999999948,5.5
71,7992,Norovirus,2011/6/18,2011/6/18,21,CT,Connecticut,New Haven,,,,,,,,,,,67.6,79.25,59.725,61.1,1010.4,1000.966667,3.25,8.75,0.2725,0.0,0.75,0.5,0.0,0.0,0.0,0.0,38.86109589,35926.49315,61856.65205,4.787113057,0.160322656,1419.000676,79.70910515141749,9.433332999999948,5.5
72,8037,Norovirus,2011/6/4,2011/6/4,17,MD,Maryland,Baltimore County,,,,,,,,,,,70.25,80.15,59.8,48.7,1018.9,1018.8,4.2,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.95753425,50813.60274,64794.39726,4.646105429,0.106811823,1338.942048,46.37256499723639,0.10000000000002274,6.3
73,8088,Norovirus,2011/3/26,2011/3/26,7,CA,California,Los Angeles,,,,,,,,,,,50.94,56.15333333,46.34666667,42.85384615,1016.076923,979.2615385,6.153333333,12.33333333,0.105,0.0,0.066666667,0.2,0.066666667,0.0,0.0,0.0,34.53013699,283044.0548,56082.0274,5.203682135,0.330215449,2410.342157,73.72570723969612,36.81538449999994,6.179999997
74,8100,Norovirus,2011/5/17,2011/5/17,11,OR,Oregon,Marion,,,,,,,,,,,51.55,63.0,43.0,41.0,1008.8,1001.6,2.3,6.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.06246575,18547.03836,46145.20822,5.360124255,4.640177883,263.7560406,67.10981866093096,7.199999999999932,3.7
