,Unnamed: 0,Date,Noro,Salm,TEMP,STP,WDSP,DEWP,MXSPD,SLP,PRCP,RH,SLP-STP,MSXPD-WDSP
0,0,2011-01-01,0.0,0.0,35.0,987.6333333333332,17.0,24.8,24.175,1010.55,0.4833333333333334,65.9785487007729,22.91666666666663,7.174999999999997
1,1,2011-01-02,0.0,0.0,18.1,998.1666666666666,12.8,5.9,20.75,1022.5,0.0,58.156251235061895,24.33333333333337,7.950000000000001
2,2,2011-01-03,0.0,0.0,27.000000000000004,996.1666666666666,9.3,15.833333333333334,14.275,1019.95,0.0,62.25284533488462,23.783333333333417,4.975
3,3,2011-01-04,0.0,0.0,27.1,991.9333333333334,9.725,17.599999999999998,15.975,1015.8,0.0,66.9377636813024,23.86666666666656,6.25
4,4,2011-01-05,0.0,0.0,19.075000000000003,992.6333333333332,6.300000000000001,9.433333333333332,12.0,1016.75,0.0,65.46597413942877,24.116666666666674,5.699999999999999
5,5,2011-01-06,0.0,0.0,27.450000000000003,983.1,10.45,17.900000000000002,17.025,1006.75,0.0,66.838321395735,23.649999999999977,6.574999999999999
6,6,2011-01-07,0.0,0.0,19.375,976.6,8.975000000000001,8.1,14.025,1000.7,0.0,60.85465840659615,24.100000000000136,5.049999999999999
7,7,2011-01-08,0.0,0.0,16.200000000000003,982.0,12.675,6.633333333333333,17.25,1007.8,0.0,65.29715879690472,25.799999999999955,4.574999999999999
8,8,2011-01-09,0.0,0.0,19.4,999.9666666666666,5.525,7.899999999999999,11.75,1024.65,0.0,60.24118998591101,24.683333333333508,6.225
9,9,2011-01-10,0.0,0.0,24.55,1005.7666666666668,3.85,13.5,8.925,1030.2,0.0,62.22357456004449,24.43333333333328,5.075000000000001
10,10,2011-01-11,0.0,0.0,25.8,998.7666666666668,7.524999999999999,18.83333333333333,13.45,1024.6,0.0,74.49825854984124,25.833333333333144,5.925
11,11,2011-01-12,0.0,0.0,25.200000000000003,1001.4666666666668,12.975,17.9,16.275,1026.4,0.0366666666666666,73.37281310575352,24.933333333333398,3.299999999999999
12,12,2011-01-13,0.0,0.0,23.475,1008.1666666666666,7.025,15.733333333333334,10.45,1032.6999999999998,0.0,71.78924454957843,24.53333333333319,3.425
