,Unnamed: 0,Date,Noro,Salm,TEMP,SLP,STP,WDSP,PRCP,DEWP,MXSPD,RH,SLP-STP,MSXPD-WDSP
0,0,2011-01-01,0.0,0.0,45.56428571428573,1022.075,982.2583333333332,3.5500000000000003,0.0,25.366666666666664,7.285714285714286,44.814320559096814,39.816666666666606,3.735714285714285
1,1,2011-01-02,0.0,0.0,45.10714285714287,1021.725,981.3166666666666,4.428571428571429,0.0,29.48333333333333,10.55714285714286,54.03652495286485,40.4083333333333,6.12857142857143
2,2,2011-01-03,0.0,0.0,45.285714285714285,1017.325,989.85,5.571428571428571,0.3899999999999999,40.93333333333334,10.121428571428572,84.62821140290741,27.47499999999991,4.550000000000001
3,3,2011-01-04,0.0,0.0,49.04285714285714,1021.6583333333332,994.1166666666668,4.4,0.1278571428571428,36.583333333333336,8.585714285714285,61.969920446284846,27.5416666666664,4.185714285714286
4,4,2011-01-05,0.0,0.0,51.24285714285715,1023.3666666666668,995.8583333333332,4.714285714285714,0.0,34.23333333333333,9.242857142857142,52.01666747705699,27.508333333333557,4.528571428571428
5,5,2011-01-06,0.0,0.0,55.035714285714285,1021.6,994.1916666666666,4.271428571428571,0.0007142857142857,31.24166666666666,8.52142857142857,40.13317912213097,27.408333333333303,4.249999999999999
6,6,2011-01-07,0.0,0.0,53.83571428571429,1018.0666666666668,990.9166666666666,3.057142857142857,0.0007142857142857,41.34166666666666,8.25,62.52735913562869,27.15000000000009,5.192857142857143
7,7,2011-01-08,0.0,0.0,51.2,1015.1727272727272,986.2636363636364,3.0307692307692307,0.0,43.56363636363636,9.43846153846154,75.03383371738461,28.90909090909088,6.40769230769231
8,8,2011-01-09,0.0,0.0,51.661538461538456,1014.7363636363636,985.8727272727272,4.376923076923077,0.0,42.054545454545455,9.323076923076924,69.61258582505131,28.863636363636488,4.946153846153846
9,9,2011-01-10,0.0,0.0,48.473333333333336,1017.846153846154,980.7384615384616,4.346666666666667,0.0,37.91538461538461,10.053333333333336,66.71355446033415,37.10769230769256,5.706666666666668
10,10,2011-01-11,0.0,0.0,51.27333333333334,1021.9461538461538,984.6384615384616,5.92,0.0,25.692307692307697,10.46,36.68430825464347,37.30769230769238,4.540000000000001
11,11,2011-01-12,0.0,0.0,54.813333333333325,1024.0307692307692,986.8076923076924,4.56,0.0,27.57692307692308,9.266666666666667,34.832704765195466,37.223076923076974,4.706666666666668
12,12,2011-01-13,0.0,0.0,57.07333333333334,1024.3153846153846,987.107692307692,4.846666666666667,0.0,32.323076923076925,10.746666666666666,38.945918606887226,37.20769230769247,5.9
13,13,2011-01-14,0.0,0.0,61.41999999999998,1021.0076923076924,984.1307692307691,6.099999999999999,0.0,38.87692307692308,14.8,43.26128159128821,36.87692307692316,8.7
14,14,2011-01-15,0.0,0.0,62.83571428571429,1020.9416666666666,981.65,4.871428571428572,0.0,34.95,10.835714285714287,35.249659223248734,39.29166666666652,5.964285714285715
15,15,2011-01-16,0.0,0.0,63.69333333333334,1018.0769230769232,979.225,3.2466666666666666,0.0,39.90769230769229,8.206666666666667,41.57616726882345,38.85192307692319,4.960000000000001
16,16,2011-01-17,0.0,0.0,65.09285714285713,1016.3583333333332,977.4083333333332,3.557142857142857,0.0,45.45,9.914285714285716,48.99228886735211,38.94999999999993,6.357142857142858
17,17,2011-01-18,0.0,0.0,64.67333333333333,1013.7153846153846,977.423076923077,3.4066666666666667,0.0,46.346153846153854,10.486666666666666,51.428757570983095,36.29230769230753,7.08
18,18,2011-01-19,0.0,0.0,59.986666666666665,1012.9384615384614,976.6769230769232,4.166666666666667,0.0,46.4076923076923,11.233333333333336,60.79347031222293,36.26153846153829,7.066666666666669
19,19,2011-01-20,0.0,0.0,57.67999999999999,1016.946153846154,980.2,6.113333333333334,0.0,38.43846153846154,12.193333333333332,48.5866349037812,36.746153846154016,6.079999999999999
20,20,2011-01-21,0.0,0.0,58.84666666666666,1018.5307692307694,981.7230769230772,3.64,0.0,24.076923076923077,8.866666666666667,26.041235332693404,36.80769230769226,5.226666666666667
21,21,2011-01-22,0.0,0.0,56.62857142857143,1015.4500000000002,973.1545454545457,3.107142857142857,0.0,31.966666666666665,7.992857142857143,39.01058761623708,42.29545454545462,4.885714285714286
22,22,2011-01-23,0.0,0.0,58.49285714285715,1017.0416666666666,977.8583333333336,5.071428571428571,0.0,34.91666666666667,12.328571428571433,41.06286422475717,39.18333333333317,7.25714285714286
23,23,2011-01-24,0.0,0.0,57.82000000000001,1018.0076923076922,981.2615384615384,4.1466666666666665,0.0013333333333333,28.57692307692308,9.146666666666668,32.5576198608864,36.74615384615379,5.000000000000002
24,24,2011-01-25,0.0,0.0,57.720000000000006,1017.623076923077,981.0615384615384,2.5200000000000005,0.0,32.94615384615384,7.473333333333332,39.01672806853304,36.56153846153859,4.953333333333331
25,25,2011-01-26,0.0,0.0,58.446666666666665,1018.7,982.0692307692308,4.373333333333333,0.0,33.107692307692304,12.326666666666666,38.26066966919754,36.63076923076915,7.953333333333333
26,26,2011-01-27,0.0,0.0,59.5,1021.6076923076924,984.7153846153846,4.42,0.0,29.246153846153845,10.173333333333336,31.51075059048336,36.89230769230778,5.753333333333336
27,27,2011-01-28,0.0,0.0,57.90666666666666,1018.8923076923076,982.2846153846154,2.9866666666666664,0.0,30.307692307692307,7.880000000000001,34.83434999079496,36.60769230769222,4.893333333333334
