,Unnamed: 0,Date,Noro,Salm,TEMP,SLP,STP,WDSP,PRCP,DEWP,MXSPD,RH,SLP-STP,MSXPD-WDSP
0,59,2011-03-01,0.0,0.0,50.6,1021.1538461538462,984.0538461538462,4.086666666666666,0.0,36.86153846153846,9.886666666666663,59.12823115227168,37.10000000000002,5.799999999999999
1,60,2011-03-02,0.0,0.0,53.333333333333336,1021.1538461538464,984.2692307692308,4.5,0.0,38.715384615384615,10.593333333333334,57.503336292329465,36.88461538461559,6.093333333333334
2,61,2011-03-03,0.0,0.0,55.49333333333333,1021.3692307692309,984.5769230769232,5.333333333333333,0.0884615384615384,49.46923076923076,11.12,80.13507420420683,36.792307692307645,5.786666666666668
3,62,2011-03-04,0.0,0.0,56.51333333333333,1021.0615384615384,984.2153846153846,4.933333333333334,0.014,45.83846153846154,11.8,67.38413319117898,36.84615384615381,6.866666666666667
4,63,2011-03-05,0.0,0.0,61.23571428571428,1020.7999999999998,984.146153846154,3.657142857142857,0.0,38.06153846153846,9.814285714285717,42.17526698794662,36.65384615384585,6.157142857142858
5,64,2011-03-06,0.0,0.0,58.784615384615385,1014.981818181818,976.3,5.800000000000001,0.0,42.175,12.215384615384616,53.99534079870146,38.68181818181802,6.415384615384616
6,65,2011-03-07,1.0,0.0,55.70666666666666,1012.253846153846,975.7461538461538,11.793333333333331,0.014,47.06153846153846,22.99333333333333,72.65945424825738,36.50769230769231,11.2
7,66,2011-03-08,0.0,0.0,56.62,1017.023076923077,980.2230769230772,11.046666666666669,0.0006666666666666,35.13846153846154,22.18,44.31154953491632,36.79999999999996,11.133333333333333
8,67,2011-03-09,0.0,0.0,61.22666666666666,1021.4923076923076,984.6923076923076,4.120000000000001,0.0,38.48461538461538,10.106666666666667,42.89438508956857,36.79999999999996,5.986666666666666
9,68,2011-03-10,0.0,0.0,63.38666666666666,1020.3692307692309,983.8461538461538,4.1866666666666665,0.0,40.34615384615385,11.466666666666669,42.74739581225225,36.52307692307704,7.28
10,69,2011-03-11,1.0,0.0,59.48,1017.2846153846154,980.8461538461536,6.48,0.0,46.384615384615394,13.68,61.84600265809603,36.43846153846175,7.199999999999999
11,70,2011-03-12,1.0,0.0,55.08571428571429,1017.6416666666664,978.525,6.6071428571428585,0.0007142857142857,45.63333333333333,13.65,70.41090702211706,39.11666666666656,7.042857142857142
12,71,2011-03-13,1.0,0.0,56.02857142857141,1019.9416666666668,980.75,4.607142857142857,0.0,44.49166666666667,12.964285714285714,65.15488994298865,39.19166666666672,8.357142857142858
13,72,2011-03-14,1.0,0.0,59.07333333333333,1021.4307692307692,984.8153846153843,6.340000000000001,0.0,46.44615384615384,13.773333333333332,62.895722058264624,36.61538461538476,7.433333333333333
14,73,2011-03-15,1.0,0.0,62.38,1018.3923076923076,981.9923076923076,7.340000000000001,0.0006666666666666,48.70769230769229,15.26,60.90149985105731,36.39999999999998,7.919999999999999
15,74,2011-03-16,1.0,0.0,60.30666666666668,1017.7923076923078,981.5384615384615,7.186666666666666,0.0,49.93846153846153,14.113333333333337,68.60981494705909,36.2538461538461,6.926666666666669
16,75,2011-03-17,1.0,0.0,58.52666666666666,1017.9923076923076,981.3384615384616,6.633333333333332,0.0013333333333333,41.91538461538461,12.333333333333334,53.95337912655608,36.65384615384619,5.700000000000002
17,76,2011-03-18,1.0,0.0,55.53333333333333,1019.4461538461538,982.7307692307694,5.813333333333333,0.0,33.95384615384616,14.186666666666667,43.96117506235325,36.71538461538444,8.373333333333335
18,77,2011-03-19,0.0,0.0,52.8,1018.1,978.7333333333336,7.614285714285714,0.0357142857142857,41.79166666666666,15.1,66.08312209536467,39.36666666666656,7.485714285714286
19,78,2011-03-20,0.0,0.0,51.0,1011.4916666666668,971.2666666666664,11.407142857142857,0.0583333333333333,42.93333333333333,22.735714285714288,73.78696207556715,40.225000000000136,11.328571428571433
20,79,2011-03-21,0.0,0.0,48.47333333333332,1009.1615384615384,971.9923076923076,6.6933333333333325,2.039090909090909,43.1,19.54666666666667,81.58168472619117,37.16923076923069,12.85333333333334
21,80,2011-03-22,0.0,0.0,49.906666666666666,1018.5307692307692,981.5692307692308,5.453333333333333,0.094,39.74615384615385,11.793333333333331,67.93348411560962,36.96153846153845,6.339999999999998
22,81,2011-03-23,0.0,0.0,49.92666666666667,1017.0923076923076,979.9461538461538,5.526666666666667,0.0015384615384615,39.230769230769226,12.653333333333334,66.53259984828526,37.14615384615388,7.126666666666667
23,82,2011-03-24,0.0,0.0,48.25333333333333,1016.4384615384614,979.3076923076924,5.740000000000001,0.3258333333333333,40.49230769230769,13.260000000000002,74.38430127735333,37.13076923076915,7.52
24,83,2011-03-25,0.0,0.0,52.39333333333334,1016.3615384615384,979.5076923076922,8.0,0.1523076923076923,45.01538461538462,14.146666666666668,75.89184270138716,36.85384615384635,6.1466666666666665
