,Unnamed: 0,Date,Noro,Salm,TEMP,STP,WDSP,DEWP,MXSPD,SLP,PRCP,RH,SLP-STP,MSXPD-WDSP
0,59,2011-03-01,0.0,0.0,31.75,1000.4666666666666,8.175,23.1,18.775,1024.3,0.02,69.99326649026598,23.83333333333337,10.599999999999998
1,60,2011-03-02,0.0,0.0,32.8,1003.9666666666668,10.375,21.96666666666667,14.975,1028.3,0.0,63.958373526661696,24.333333333333258,4.6
2,61,2011-03-03,0.0,0.0,32.075,1005.2333333333332,9.925,19.133333333333336,17.05,1029.15,0.0,58.36377943510156,23.916666666666856,7.125
3,62,2011-03-04,0.0,0.0,43.0,994.0,7.875,33.93333333333334,15.725,1017.8,0.0,70.10429448188835,23.799999999999955,7.85
4,63,2011-03-05,1.0,0.0,34.375,994.0,16.9,31.63333333333333,23.225,1017.9,0.4033333333333333,89.57022485594769,23.899999999999977,6.325000000000003
5,64,2011-03-06,0.0,0.0,29.175,1002.2333333333332,12.025,22.9,18.25,1026.6999999999998,0.0166666666666666,77.06614681605605,24.466666666666583,6.225
6,65,2011-03-07,0.0,0.0,29.5,1000.7000000000002,4.875,23.83333333333333,11.75,1024.8000000000002,0.0,79.09277391649874,24.100000000000023,6.875
7,66,2011-03-08,0.0,0.0,35.925000000000004,999.8666666666668,5.75,29.33333333333333,12.975,1023.75,0.0,76.6976753090018,23.88333333333333,7.225
8,67,2011-03-09,0.0,0.0,41.45,988.4,8.125,38.93333333333334,14.025,1013.3,0.14,90.6828499196342,24.899999999999977,5.9
9,68,2011-03-10,0.0,0.0,34.6,992.3333333333334,11.55,29.266666666666666,16.525,1016.4,0.0733333333333333,80.62605084532315,24.06666666666661,4.974999999999998
10,69,2011-03-11,0.0,0.0,35.675,994.6,7.625,23.03333333333333,12.475,1018.25,0.0025,59.645701855051534,23.65000000000009,4.85
11,70,2011-03-12,0.0,0.0,40.2,986.9666666666668,15.45,30.23333333333333,24.475,1010.2,0.0,67.27625239234118,23.23333333333335,9.025
12,71,2011-03-13,0.0,0.0,32.050000000000004,1000.9,7.874999999999999,23.73333333333333,19.5,1024.95,0.0,71.01600914605653,24.050000000000068,11.625
13,72,2011-03-14,0.0,0.0,33.5,1006.1,5.925,26.23333333333333,11.225,1030.15,0.0,74.35807935009237,24.050000000000068,5.3
14,73,2011-03-15,0.0,0.0,35.125,998.6,6.675000000000001,27.8,10.675,1022.5,0.0,74.34677279113433,23.899999999999977,4.0
15,74,2011-03-16,0.0,0.0,43.77499999999999,995.5333333333332,5.525,32.5,12.95,1018.95,0.0,64.24963262002287,23.416666666666742,7.425
16,75,2011-03-17,0.0,0.0,55.65,990.5333333333334,14.575,44.93333333333334,26.425,1012.95,0.0,67.17430955457337,22.41666666666663,11.85
17,76,2011-03-18,0.0,0.0,51.525,995.5666666666668,8.549999999999999,40.0,16.975,1018.95,0.0,64.6150091123455,23.38333333333333,8.425000000000002
18,77,2011-03-19,0.0,0.0,38.975,1007.3,4.35,29.633333333333336,10.975,1031.2,0.0,68.86106330332278,23.899999999999977,6.625
19,78,2011-03-20,0.0,0.0,42.25,1001.8,9.85,32.733333333333334,17.3,1026.2,0.0,68.7633909102184,24.399999999999977,7.450000000000001
20,79,2011-03-21,0.0,0.0,50.47500000000001,992.8666666666668,7.025,45.6,14.95,1016.2,0.35,83.29206491680739,23.33333333333337,7.924999999999999
21,80,2011-03-22,0.0,0.0,40.625,992.7999999999998,10.8,37.56666666666667,18.5,1016.45,0.06,88.74064886779422,23.650000000000205,7.699999999999999
22,81,2011-03-23,0.0,0.0,39.975,979.2333333333332,10.075,37.43333333333334,18.275,1002.6,0.1333333333333333,90.53344443623324,23.366666666666788,8.2
23,82,2011-03-24,0.0,0.0,30.9,993.5333333333332,13.275,22.899999999999995,18.975,1018.7,0.0033333333333333,71.83654507298598,25.166666666666742,5.700000000000001
24,83,2011-03-25,0.0,0.0,29.375,997.6666666666666,7.2,18.366666666666664,12.7,1021.7,0.0,63.01519683640968,24.033333333333417,5.499999999999999
25,84,2011-03-26,0.0,0.0,28.450000000000003,998.5333333333334,12.925,15.333333333333334,17.25,1022.8,0.0,57.37822796143863,24.266666666666534,4.325000000000001
26,85,2011-03-27,0.0,0.0,29.75,999.8,11.7,14.166666666666666,17.7,1024.05,0.0,51.69404621899584,24.249999999999886,5.999999999999998
27,86,2011-03-28,0.0,0.0,29.45,1001.5333333333332,9.2,15.866666666666664,13.25,1025.8,0.0,56.37338195789808,24.26666666666665,4.050000000000001
28,87,2011-03-29,0.0,0.0,32.325,1002.6666666666666,6.775,17.599999999999998,10.925,1026.8,0.0,54.086345404126014,24.13333333333333,4.150000000000001
29,88,2011-03-30,0.0,0.0,36.55,997.6333333333332,7.550000000000001,21.73333333333333,10.675,1021.45,0.0,54.53591430741815,23.81666666666672,3.125
30,89,2011-03-31,0.0,0.0,35.025000000000006,989.2,4.6,21.2,10.175,1012.75,0.0,56.639750879792814,23.550000000000068,5.575000000000001
31,90,2011-04-01,0.0,0.0,36.45,981.9,4.975,25.5,13.5,1005.7,0.0,64.13496021409948,23.800000000000068,8.525
32,91,2011-04-02,0.0,0.0,43.175,985.4,9.5,32.5,16.05,1009.15,0.08,65.74250216161019,23.75,6.550000000000001
33,92,2011-04-03,0.0,0.0,48.825,984.5333333333332,9.55,35.56666666666667,22.0,1006.95,0.0,60.010527340646014,22.416666666666742,12.45
34,93,2011-04-04,0.0,0.0,56.175,971.9666666666666,15.175,45.66666666666666,25.175,994.25,0.07,67.77043641472868,22.283333333333417,9.999999999999998
35,94,2011-04-05,0.0,0.0,42.95,984.7333333333332,10.675,25.966666666666665,18.275,1008.0,0.0566666666666666,50.76496917016542,23.266666666666765,7.599999999999998
36,95,2011-04-06,0.0,0.0,48.125,984.8666666666668,8.35,33.0,15.7,1007.75,0.0,55.6017211035831,22.88333333333321,7.35
37,96,2011-04-07,0.0,0.0,40.75,993.7333333333332,6.0,38.266666666666666,9.7,1016.7,0.0,90.77287252073964,22.96666666666681,3.6999999999999993
38,97,2011-04-08,0.0,0.0,42.925,991.7,9.625,42.0,15.275,1015.35,0.4166666666666667,96.50500521056972,23.649999999999977,5.65
39,98,2011-04-09,0.0,0.0,48.65,992.0333333333334,5.35,45.96666666666667,11.8,1015.05,0.01,90.39721648220596,23.016666666666534,6.450000000000001
40,99,2011-04-10,0.0,0.0,68.05,982.6666666666666,13.775,58.8,26.025,1004.5,0.0,72.32123272356537,21.83333333333337,12.25
41,100,2011-04-11,0.0,0.0,62.35,981.0,14.475,49.2,26.225,1003.1,0.0266666666666666,62.09708149218003,22.09999999999991,11.750000000000002
42,101,2011-04-12,0.0,0.0,46.77499999999999,993.9,11.15,31.8,17.05,1017.35,0.0,55.73605111765131,23.44999999999993,5.9
43,102,2011-04-13,0.0,0.0,48.075,996.1666666666666,3.1,29.866666666666664,9.225,1019.3,0.0,49.07149934558049,23.13333333333333,6.125
44,103,2011-04-14,0.0,0.0,46.400000000000006,997.6333333333332,11.55,34.800000000000004,20.55,1021.05,0.0,63.76101131014556,23.41666666666663,9.0
45,104,2011-04-15,0.0,0.0,44.575,992.2666666666668,16.475,35.03333333333333,23.5,1015.95,0.0,68.96943754522317,23.68333333333328,7.024999999999999
46,105,2011-04-16,0.0,0.0,45.7,974.8666666666668,13.825,42.36666666666667,22.975,998.2,0.1433333333333333,88.04808885540706,23.33333333333337,9.150000000000002
47,106,2011-04-17,0.0,0.0,42.075,985.2666666666668,15.55,29.23333333333333,23.025,1008.35,0.0433333333333333,60.06709368705461,23.083333333333258,7.474999999999998
48,107,2011-04-18,0.0,0.0,39.575,989.8666666666668,11.35,33.46666666666666,17.95,1013.55,0.2533333333333333,78.54975340727572,23.683333333333167,6.6
49,108,2011-04-19,0.0,0.0,37.75,988.7333333333336,14.425,34.400000000000006,20.2,1013.0,0.0066666666666666,87.5744454692796,24.266666666666534,5.774999999999999
50,109,2011-04-20,0.0,0.0,39.1,988.8666666666668,13.5,34.800000000000004,20.95,1014.15,0.62,84.3984954257913,25.283333333333303,7.449999999999999
51,110,2011-04-21,0.0,0.0,41.0,1003.3,6.674999999999999,31.83333333333333,15.0,1027.0,0.0,69.59211328804027,23.69999999999993,8.325000000000001
52,111,2011-04-22,0.0,0.0,42.6,994.1,10.275,39.16666666666666,21.275,1018.1,0.0866666666666666,87.54617422624506,24.0,11.0
53,112,2011-04-23,0.0,0.0,53.775000000000006,984.2666666666668,12.7,47.03333333333334,24.05,1008.45,0.3733333333333333,77.86832810516069,24.18333333333328,11.35
54,113,2011-04-24,0.0,0.0,51.0,993.2333333333332,5.9,42.8,10.425,1016.35,0.0,73.41024670795933,23.116666666666674,4.525000000000001
55,114,2011-04-25,0.0,0.0,46.525000000000006,990.8666666666668,6.775,40.03333333333334,12.775,1014.45,0.0,77.97719776247907,23.58333333333337,6.0
56,115,2011-04-26,0.0,0.0,55.125,976.5666666666666,14.775,52.29999999999999,25.975,998.9,0.3899999999999999,90.18741862528098,22.33333333333337,11.200000000000005
57,116,2011-04-27,0.0,0.0,52.7,977.6,5.95,48.03333333333333,16.725,1000.1,0.0833333333333333,84.09849143452936,22.499999999999886,10.775000000000002
58,117,2011-04-28,0.0,0.0,44.6,980.2666666666668,12.8,36.96666666666666,21.0,1002.7,0.11,74.3890797979896,22.43333333333328,8.2
59,118,2011-04-29,0.0,0.0,47.55,991.2333333333332,7.45,34.63333333333333,14.0,1015.25,0.02,60.65288730793653,24.016666666666765,6.55
60,119,2011-04-30,0.0,0.0,55.8,990.3333333333334,13.45,38.43333333333333,22.8,1012.95,0.0,51.98537415487555,22.616666666666674,9.349999999999998
61,120,2011-05-01,0.0,0.0,60.85,989.4,13.4,43.2,21.025,1011.35,0.0,52.18418396063426,21.950000000000045,7.624999999999998
62,121,2011-05-02,0.0,0.0,51.55,997.5,6.35,32.36666666666667,13.475,1020.65,0.0,47.71895326806777,23.149999999999977,7.125
63,122,2011-05-03,0.0,0.0,43.8,1000.1,9.4,31.433333333333337,13.975,1023.65,0.0,61.482890984568215,23.549999999999955,4.574999999999999
64,123,2011-05-04,0.0,0.0,45.2,1004.6666666666666,7.45,30.266666666666666,14.05,1028.3,0.0,55.59354255000273,23.63333333333333,6.6000000000000005
65,124,2011-05-05,0.0,0.0,49.725,1001.0,9.425,34.1,19.7,1023.95,0.0,54.7366598771937,22.950000000000045,10.275
66,125,2011-05-06,0.0,0.0,56.7,989.3666666666668,9.15,42.96666666666666,16.275,1011.8,0.0333333333333333,59.99095645231747,22.43333333333328,7.125
67,126,2011-05-07,0.0,0.0,56.275,987.6666666666666,6.275,44.5,13.25,1010.35,0.0,64.59730480211178,22.68333333333328,6.975
68,127,2011-05-08,0.0,0.0,51.7,991.6666666666666,7.199999999999999,44.96666666666667,11.75,1014.95,0.0,77.71073846279558,23.283333333333417,4.550000000000001
69,128,2011-05-09,0.0,0.0,57.875,991.8333333333334,9.7,43.79999999999999,16.975,1014.45,0.0,59.37228960299636,22.616666666666674,7.275000000000002
70,129,2011-05-10,0.0,0.0,69.45,985.1,11.3,56.1,17.525,1007.1,0.0,62.558700284681215,22.0,6.224999999999998
71,130,2011-05-11,0.0,0.0,73.54999999999998,986.2333333333332,7.649999999999999,66.0,14.9,1008.0,0.0,77.31186020495427,21.766666666666765,7.250000000000001
72,131,2011-05-12,0.0,0.0,70.775,987.5333333333332,6.65,61.93333333333334,18.725,1009.4,0.36,73.65111396925006,21.866666666666674,12.075000000000005
73,132,2011-05-13,0.0,0.0,64.675,984.5666666666666,6.85,59.0,19.0,1006.7,0.12,81.85838412457208,22.13333333333344,12.15
74,133,2011-05-14,0.0,0.0,47.37500000000001,984.1,17.325000000000003,45.6,21.825000000000003,1007.1,0.0033333333333333,93.51674697389726,23.0,4.5
75,134,2011-05-15,0.0,0.0,45.3,985.7666666666668,18.5,41.86666666666667,24.45,1009.5,0.2866666666666667,87.68893748228587,23.733333333333235,5.949999999999999
76,135,2011-05-16,0.0,0.0,44.925,992.8333333333334,14.525,32.2,21.275,1016.45,0.0475,60.75420918897475,23.616666666666674,6.75
