,Unnamed: 0,CDCID,GenusName,InitialExposure,LastExposure,TotalCases,Exposurestate,ExposureState,ExposureCounty1,ExposureCounty2,ExposureCounty3,ExposureCounty4,ExposureCounty5,ExposureCounty6,ExposureCounty7,ExposureCounty8,ExposureCounty9,ExposureCounty10,ExposureCounty11,TEMP,SLP,WDSP,PRCP,RH,SLP-STP,MXSPD-WDSP,Median age,Immigrants,Households Median Income,%Food preparation,"%Farming, fishing, and forestry",Population Density
82,662,230394,Norovirus,2014-08-24,2014-08-24,30,WA,Washington,Spokane,,,,,,,,,,,64.44,1016.05,5.15,0.0,49.9291005,79.05,6.3,37.03379222763278,27854.76210401521,50051.79833077107,6.029514126426686,0.3192162259123733,269.7772138486076
83,675,246444,Norovirus,2014-06-21,2014-06-21,23,NJ,New Jersey,Essex,,,,,,,,,,,68.6,1014.5,3.3,0.0,47.25473481,6.7,3.7,36.59335980183729,29777.94759117977,54905.452138859466,4.448680485984475,0.0728819186098658,6239.850842896143
84,682,262175,Norovirus,2014-08-31,2014-08-31,16,NJ,New Jersey,Bergen,,,,,,,,,,,77.9,1018.0,6.5,0.0,69.98057225,0.1,11.6,41.36249162271135,34660.143770220675,83510.3583444335,3.8084010145432874,0.0484980281766451,3939.1335911996193
85,741,264880,Norovirus,2015-06-01,2015-06-02,10,KS,Kansas,Douglas,,,,,,,,,,,63.9,1019.0,7.25,0.0,74.28296597,29.85,4.2,28.71875809083932,12971.902672394528,50801.43957711707,7.51036095732974,0.4469945317727425,250.619968423788
86,743,264897,Norovirus,2013-06-02,2013-06-02,16,CA,California,San Bernardino,,,,,,,,,,,82.6875,1004.816667,6.7875,0.0,20.19521085,53.2000003,10.975,31.786244748540824,117566.80703755537,54356.90797747807,5.229898310442887,0.5104153234266349,102.0750851158123
87,744,264916,Norovirus,2015-06-05,2015-06-09,24,IL,Illinois,Kane,,,,,,,,,,,69.28,1012.56,9.08,0.218,66.75436618,25.66,10.4,35.68175618759934,25886.061626113173,70650.67193592385,5.1321399439246935,0.2230411996749587,1006.3165019706356
88,745,264963,Norovirus,2015-06-12,2015-06-13,17,MN,Minnesota,Cass,,,,,,,,,,,64.9,1018.0087890625,3.0,0.0,63.41463047,28.37363052368164,6.3,48.1703552994979,1467.1439037144612,45947.80983875715,5.783987857730334,1.674566407990551,14.099429188746344
89,746,264975,Norovirus,2015-06-10,2015-06-10,9,OR,Oregon,Deschutes,,,,,,,,,,,70.7,1010.4,5.3,0.0,30.9107503,111.2,8.7,41.6627177420644,9943.205759096056,50071.17621240974,7.136804738028669,1.0169233305249286,54.52711713985172
90,747,264985,Norovirus,2015-06-09,2015-06-09,14,CT,Connecticut,Fairfield,,,,,,,,,,,68.3,1006.166667,6.5,0.036666667,79.62340484,8.066667,10.2,39.6162974444646,42159.59986613731,83557.8318074953,4.430420336202839,0.15704111404864,1500.053930762935
91,749,265013,Norovirus,2015-06-20,2015-06-20,18,FL,Florida,Alachua,,,,,,,,,,,85.7,1018.3,5.5,0.0,59.623771,5.6,7.5,30.64286161409892,27692.31801962299,42379.120001739786,6.937318265469006,0.4086648793485152,289.01278359928466
