,CDCID,GenusName,InitialExposure,LastExposure,TotalCases,Exposurestate,ExposureState,ExposureCounty1,ExposureCounty2,ExposureCounty3,ExposureCounty4,ExposureCounty5,ExposureCounty6,ExposureCounty7,ExposureCounty8,ExposureCounty9,ExposureCounty10,ExposureCounty11,TEMP,SLP,WDSP,PRCP,RH,SLP-STP,MXSPD-WDSP,Median age,Immigrants,Households Median Income,%Food preparation,"%Farming, fishing, and forestry",Population Density
305,13529,Norovirus,2013-01-23,2013-01-23,6,TN,Tennessee,Sullivan,,,,,,,,,,,28.1,1024.9,7.3,0.0,36.62798333,55.7,4.7,43.53045323081471,7737.03638047123,39981.21959851462,5.637121454537154,0.38895692982088254,379.0399855678865
306,13557,Norovirus,2012-01-08,2012-01-08,7,NJ,New Jersey,Burlington,,,,,,,,,,,45.2,1020.1,5.15,0.0,46.55398371,3.5,5.35,40.007280667526665,21879.709071146437,77818.07045964377,4.107729330628913,0.27020268251866464,561.1364685822117
307,13561,Norovirus,2012-12-07,2012-12-07,28,NJ,New Jersey,Somerset,,,,,,,,,,,29.9,1023.7,0.2,0.0,90.62995628,4.9,3.9,40.184388640513575,14516.24336486845,98593.3288592986,3.462642408722164,0.10730597898668581,1071.823773964841
308,13582,Norovirus,2012-06-09,2012-06-09,25,NJ,New Jersey,Essex,,,,,,,,,,,69.9,1012.9,1.5,0.0,60.72043401,6.7,6.5,36.23899292731281,29831.205775509734,55476.95167830428,4.2359241740563816,0.08181369561773835,6200.945330346265
309,13604,Norovirus,2012-10-08,2012-10-12,28,CA,California,Ventura,,,,,,,,,,,64.06,1014.56,6.765,0.019,74.23119122,5.905,5.835,36.358001974873524,38769.5731454001,76569.65762621345,4.794771223363455,3.4936802213056595,445.5954684143397
310,13629,Norovirus,2012-07-23,2012-07-23,10,NJ,New Jersey,Gloucester,,,,,,,,,,,78.63,1017.62,5.8,0.0,40.97757586,1.16,4.13,38.610218545505234,12831.619955023758,75083.10269150486,4.316949105038702,0.24656925901375645,893.531412438722
311,13888,Norovirus,2012-12-01,2012-12-01,16,CA,California,San Diego,,,,,,,,,,,62.53333333,1020.583333,3.666666667,0.107857143,88.2530701,19.125,6.740000003,34.69154032905576,160055.7532799927,63437.079465397335,5.837314503277732,0.605963390095603,736.3116081808868
312,13890,Norovirus,2012-11-03,2012-11-03,12,CA,California,Orange,,,,,,,,,,,63.8,1015.6,1.633333333,0.0,70.11302665,2.3,5.066666667,36.170811976237445,132640.15829942113,75631.35011394935,5.282711827036316,0.32621164654853974,3816.087077999172
313,13894,Norovirus,2012-11-17,2012-11-18,8,CA,California,San Luis Obispo,,,,,,,,,,,58.2,1017.133333,4.833333333,0.121666667,85.51327927,18.658333,4.833333334,39.27287478846058,23009.16742274723,59638.675957798856,6.9661096826089635,1.559471727904825,81.81400597757836
314,13896,Norovirus,2012-11-24,2012-11-24,5,CA,California,Orange,,,,,,,,,,,61.46666667,1017.3,1.733333333,0.003333333,74.09077084,2.2,5.6,36.18139919656252,132622.330389951,75607.61247854086,5.29945354371308,0.32462256585409244,3818.378178817144
315,13694,Norovirus,2012-12-08,2012-12-08,5,KS,Kansas,Sedgwick,,,,,,,,,,,39.26666667,1014.066667,5.766666667,0.0,87.36656073,50.2000003,4.2,34.40088068021591,22134.90046400028,49882.06651819663,5.592051708262761,0.24041835357012473,498.02332113845836
316,13718,Norovirus,2013-02-04,2013-02-11,52,IL,Illinois,Winnebago,,,,,,,,,,,26.8125,1017.275,9.2125,0.195,82.02331707,28.3,8.0875,38.4398235576625,10270.297741641976,47520.85681825633,4.934904317659896,0.2174979608126542,573.3619568314118
317,13765,Norovirus,2013-02-09,2013-02-09,5,OH,Ohio,Cuyahoga,,,,,,,,,,,26.275,1027.866667,10.275,0.046666667,78.11011952,28.1333337,9.7,40.23031745723095,44760.873540290326,43831.3183241102,5.92436507662426,0.08988326065931766,2793.92622767959
318,13786,Norovirus,2013-02-07,2013-02-12,66,OH,Ohio,Cuyahoga,,,,,,,,,,,33.75833333,1018.6,11.1125,0.024444444,66.73751142,28.1611111,8.42083333,40.23068643569541,44761.17475674947,43830.96896677854,5.924518287767195,0.0898685016346465,2793.908349553285
319,13833,Norovirus,2013-02-14,2013-02-17,18,OH,Ohio,Lucas,,,,,,,,,,,27.4,1015.775,10.275,0.0,64.69879036,25.75,7.81666667,37.14026462627439,18527.450263363964,41414.82120184279,7.2951965935104335,0.19572860536275688,1293.7251118054537
320,13834,Norovirus,2013-02-16,2013-02-16,23,MN,Minnesota,Olmsted,,,,,,,,,,,10.2,1024.7,5.45,0.0,69.36990238,50.6,5.5,36.30947371631979,8526.351281686288,66616.07831925096,4.200295105846819,0.5118488812809346,221.4902835413422
321,13876,Norovirus,2013-02-11,2013-02-14,23,OH,Ohio,Crawford,,,,,,,,,,,34.0475,1011.515,10.6775,0.0025,57.97879468,41.815,8.185,42.245352401164254,2094.7491983091263,41783.18551212059,6.383377361929114,0.5462949122580152,108.47923540881189
322,14023,Norovirus,2012-12-23,2012-12-23,12,CA,California,San Diego,,,,,,,,,,,50.81333333,1022.416667,2.8,0.001333333,74.83666028,19.566667,5.58,34.69773705980896,159652.1560120891,63390.303598443264,5.83776020367332,0.6063351863968306,736.8546555316652
323,14060,Norovirus,2012-12-23,2012-12-26,32,CO,Colorado,Weld,,,,,,,,,,,18.43333333,1019.8651123046875,3.9375,0.025833333,63.69005079,26.733264923095703,8.5375,33.19425066683716,21620.838819625948,56575.94850807687,5.160263235492804,1.411783839282421,63.568737934035234
324,14071,Norovirus,2013-02-16,2013-02-25,12,OH,Ohio,Franklin,,,,,,,,,,,28.7425,1019.06,8.0025,0.025583333,68.89549411,31.625,7.37,33.51116068429426,70801.71306309833,50721.291270788315,5.831684927332285,0.1371276546407569,2197.4781904025476
325,14074,Norovirus,2013-02-27,2013-02-27,11,OR,Oregon,Washington,,,,,,,,,,,42.9,1025.4,1.8,0.0,84.31618094,8.5,6.2,35.43497466251802,39316.92036289837,64345.19785610739,5.440541094317602,1.0590257356186432,736.0190874218079
326,14076,Norovirus,2013-03-01,2013-03-02,38,OR,Oregon,Multnomah,,,,,,,,,,,54.5,1027.525,4.15,0.075,78.56775445,2.425,5.575,35.928375821111516,58560.501369561614,51748.48173573101,7.338790058886762,0.5304540273985047,1713.388057959751
327,14116,Norovirus,2012-01-07,2012-01-10,28,WI,Wisconsin,Dane,,,,,,,,,,,34.625,1018.35,5.05,0.0,66.24108459,32.275,6.9375,34.30173250230589,34993.09922551761,61920.84080851506,5.266303590589539,0.426341830347437,404.3140752687835
328,14119,Norovirus,2012-07-27,2012-07-27,8,WI,Wisconsin,Milwaukee,,,,,,,,,,,71.93333333,1009.0,5.033333333,0.05,78.43839311,25.25,8.566666667,33.69209128457371,38550.68077125304,43590.55115232982,6.052814843683576,0.4120209068023906,3913.183264221059
329,14121,Norovirus,2012-09-22,2012-09-22,38,WI,Wisconsin,Brown,,,,,,,,,,,47.8,1012.6,5.9,0.0,71.66770545,26.1,8.1,36.16299036225008,10936.28214793925,53464.130005936735,5.910358675575815,0.9544854010325832,468.2102870903959
330,14122,Norovirus,2012-02-04,2012-02-06,10,WI,Wisconsin,St. Croix,,,,,,,,,,,27.23333333,1015.5073852539062,4.3,0.0,95.02228675,56.433021545410156,4.0,36.52972715175613,5329.777499121704,68507.9720627372,4.211385669505373,0.9573036363522446,115.92715587708112
331,14126,Norovirus,2012-03-09,2012-03-11,30,WI,Wisconsin,Monroe,,,,,,,,,,,41.46666667,1014.2025146484375,7.866666667,0.0,37.43645787,83.17510986328125,8.833333333,38.61351938267749,2485.4321855168014,48371.546379870466,5.879521003262834,2.008037425956406,49.386771756372205
332,14136,Norovirus,2012-12-14,2012-12-16,15,WI,Wisconsin,Milwaukee,,,,,,,,,,,40.63333333,1011.733333,6.544444444,0.06,83.00702896,26.6666663,6.133333336,33.69831900536689,38806.61755713041,43606.89131160256,6.139775292264467,0.41519846410953526,3920.4204539357415
333,14145,Norovirus,2013-02-28,2013-03-08,23,WI,Wisconsin,Bayfield,,,,,,,,,,,21.21555556,1024.755556,7.907777778,0.0,49.75096532,30.9222227,7.603333332,49.4217369111325,806.0457872850568,44695.55413518125,6.476125249222728,1.6847815843684488,10.200941831398389
334,14148,Norovirus,2012-04-11,2012-04-13,46,WI,Wisconsin,Shawano,,,,,,,,,,,44.13333333,1019.838134765625,3.933333333,0.0,55.13100177,37.94960021972656,8.699999997,42.8371396270326,2096.064012686155,45615.147243517065,5.898662945854018,2.8833783230118635,46.86782113918388
335,14154,Norovirus,2012-04-20,2012-04-24,8,CO,Colorado,Boulder,,,,,,,,,,,53.9,1014.32958984375,4.18,0.022666667,41.70751792,36.523250579833984,10.99,35.533225640332816,31781.25505821185,66842.67528010387,5.9592488802407235,0.23027961209416553,405.3591987345337
336,14160,Norovirus,2012-04-11,2012-04-13,11,WI,Wisconsin,Marathon,,,,,,,,,,,43.46666667,1022.333333,6.133333333,0.0,50.8475656,45.7166663,5.583333337,39.024303961338376,5483.83230456916,54229.35272079943,4.626039127564633,1.3950743856758976,86.48178852488884
337,14169,Norovirus,2013-03-09,2013-03-09,24,MN,Minnesota,Olmsted,,,,,,,,,,,34.05,1017.4,13.1,0.435,86.31427046,50.2,4.85,36.31370011824688,8529.673053527633,66587.49526835537,4.197198098691385,0.5165368629705032,221.62994736010953
338,14261,Norovirus,2013-03-10,2013-03-13,34,OH,Ohio,Clermont,,,,,,,,,,,44.5625,1015.13,8.67,0.205,63.28258717,22.065,8.955,38.67675272562796,9442.852380713657,60557.55774507731,5.293654969937551,0.09731113884029248,437.28096778287244
339,14310,Norovirus,2013-02-18,2013-02-20,115,VA,Virginia,Henrico,,,,,,,,,,,37.96666667,1020.566667,7.9,0.033333333,46.42865829,7.133334,6.1,37.51554518045857,26145.073932364383,61258.735602913985,4.8685458793327285,0.08641581624209589,1318.3328108130822
340,14438,Norovirus,2013-03-23,2013-03-23,12,MD,Maryland,Frederick,,,,,,,,,,,39.25,1014.2,6.7,0.0,46.05075227,38.15,6.8,38.54295310146784,12402.807618951381,83935.01358439884,4.0095105468879755,0.28463319334697856,355.6466272323928
341,14331,Norovirus,2012-10-10,2012-10-11,15,VA,Virginia,Lynchburg,,,,,,,,,,,53.315,1020.0,3.66,0.0,63.07583666,43.275,6.55,30.47231041120172,10536.040993202936,37779.26032157715,7.426355997370552,0.15522433517646192,1536.6425872201794
342,14334,Norovirus,2013-03-02,2013-03-02,7,FL,Florida,Marion,,,,,,,,,,,48.7,1013.9906616210938,7.9,0.0,46.45876599,27.606250762939453,9.2,47.4471722498934,20651.38215706835,39710.333261429696,7.161036161336787,1.5754175149103482,209.68582377040084
343,14369,Norovirus,2013-03-15,2013-03-15,16,OR,Oregon,Washington,,,,,,,,,,,52.7,1022.5,3.9,0.0,75.56964873,8.2,4.1,35.443834355309384,39300.750871662254,64332.145168495284,5.438816119605767,1.0667330774367891,736.4898747556822
344,14397,Norovirus,2012-05-09,2012-05-15,24,VA,Virginia,Covington,,,,,,,,,,,56.8,1017.071429,4.928571429,0.284285714,71.50665741,95.3700004,5.698571431,43.75609581926235,1177.8941754160885,36545.075557279735,5.753178830013574,0.6464619451336711,1088.2163692293768
345,14400,Norovirus,2013-03-18,2013-03-18,6,NY,New York,Queens,,,,,,,,,,,32.46666667,1026.9,8.7,0.0,46.16850407,0.85,5.6,37.32219248991418,87564.18109270494,56827.89334159994,6.745870267365151,0.08034780649422506,20634.665072606556
346,14476,Norovirus,2013-03-31,2013-04-02,12,MN,Minnesota,Hennepin,,,,,,,,,,,30.16666667,1020.255556,10.05555556,0.014444444,58.8296505,33.255556,6.14444444,35.916358557752616,75303.43369137129,63747.1601727728,5.418367535891566,0.184907440914703,2097.440751967739
347,14489,Norovirus,2013-03-23,2013-03-23,6,OH,Ohio,Clark,,,,,,,,,,,35.25,1017.53,1.92,0.0,52.43263792,30.71,6.3,40.69397020113973,6244.2657967520845,43563.93779085032,5.813496612999251,0.8170387957620626,347.60420683527934
348,14501,Norovirus,2013-03-16,2013-03-16,6,MI,Michigan,Marquette,,,,,,,,,,,17.66666667,1017.0,8.466666667,0.0,70.08246686,36.95,7.466666663,39.48633068996077,3820.961775431358,45408.071135025864,8.633422543402823,0.687254391240133,37.1725818129411
349,14531,Norovirus,2013-03-31,2013-03-31,8,OR,Oregon,Multnomah,,,,,,,,,,,61.6,1015.0,4.4,0.0,53.20356984,2.35,6.1,35.943313369061244,58621.1004637119,51832.12629647347,7.324096105560296,0.5299622423542989,1715.460050599204
350,14613,Norovirus,2013-03-23,2013-03-23,22,MI,Michigan,Kent,,,,,,,,,,,30.2,1019.0,4.3,0.0,69.07291019,30.1,6.8,34.36057668242379,28994.71721127956,51107.51075577157,6.034828814435927,0.7439075680285473,715.6235680497238
351,14645,Norovirus,2013-04-10,2013-04-10,57,IL,Illinois,Lee,,,,,,,,,,,40.92,1017.0560913085938,13.94,0.01,38.21450637,36.5504150390625,7.42,41.61982870549355,2109.426955935709,50216.298798525946,5.711709316210066,0.88877872528318,49.26731681111283
352,14666,Norovirus,2013-03-18,2013-03-19,9,NY,New York,Onondaga,,,,,,,,,,,28.25,1017.2,7.95,0.27,69.13082343,15.8,11.0,38.73729187178334,24423.952079058265,53758.097584325566,5.553162866557912,0.18873156536640492,599.2192531853498
353,14786,Norovirus,2013-04-19,2013-04-23,15,MN,Minnesota,Hennepin,,,,,,,,,,,35.29333333,1018.326667,9.606666667,0.234666667,68.27031555,33.4333337,6.333333333,35.92096988263479,75301.85017912913,63792.94741531477,5.427930768384718,0.18395930441320227,2098.6722286905133
354,14794,Norovirus,2013-04-06,2013-04-06,7,OR,Oregon,Marion,,,,,,,,,,,51.8,1013.5,9.15,0.45,84.72765635,7.1,6.3,35.13103036819816,17339.887166973374,46728.40206601107,5.608892261764549,4.577652436978534,267.4305211177526
355,14809,Norovirus,2013-04-22,2013-04-22,7,MN,Minnesota,Ramsey,,,,,,,,,,,40.8,1021.6,8.1,0.19,79.62882158,26.6,3.9,34.60150949366464,44012.02699073826,53415.9984754897,5.431834560960903,0.32486213513310663,3365.8788098808545
356,14810,Norovirus,2013-03-20,2013-04-01,41,PA,Pennsylvania,Westmoreland,,,,,,,,,,,36.74615385,1018.164794921875,7.853846154,0.05875,66.731732,33.77116012573242,5.838461536,45.16389267847678,12672.598972253727,49944.75357432601,5.9182615360465665,0.15723202708160097,354.9602206589467
357,14701,Norovirus,2013-03-02,2013-03-02,7,GA,Georgia,Rockdale,,,,,,,,,,,37.34,1015.86,10.38,0.0,51.17713475,37.44,4.1,37.202152384503364,9011.777144758606,54325.60656586963,4.872246244124869,0.06188381777687585,655.7964235114179
358,14730,Norovirus,2013-03-27,2013-03-27,8,CO,Colorado,Jefferson,,,,,,,,,,,39.3,1020.80224609375,4.5,0.0,60.27079735,11.087499618530273,5.4,40.25367458286905,45419.29225039992,68815.59007684821,4.811594354278153,0.09687500520846345,702.8072240445023
359,14757,Norovirus,2012-11-26,2012-11-26,7,CA,California,Orange,,,,,,,,,,,61.23333333,1016.066667,3.466666667,0.003333333,78.05437004,2.4,3.2,36.18240580405489,132622.08173790958,75605.34639923454,5.301041630355154,0.32447310797343504,3818.5952175466427
360,14761,Norovirus,2013-02-05,2013-02-07,15,CA,California,San Luis Obispo,,,,,,,,,,,49.28888889,1019.344444,4.788888889,0.005555556,76.34554493,18.777777,8.633333331,39.3235072479206,23075.587720169064,59579.04206565534,6.93314951891336,1.5798506721567869,81.95381398950803
361,14781,Norovirus,2013-01-30,2013-01-30,35,CA,California,Contra Costa,,,,,,,,,,,51.3,1025.942857,3.457142857,0.0,62.66307246,1.842857,6.142857143,38.51124294976461,56362.666016152885,78164.78886516644,4.486613344684354,0.3524576876597135,1471.0422077294395
362,14830,Norovirus,2013-02-23,2013-02-23,63,AZ,Arizona,Pinal,,,,,,,,,,,46.4,1018.6536254882812,2.6,0.0,54.2870544,10.688020706176758,4.4,35.84038914601301,44047.4786258551,50067.972893432976,4.878810443078375,1.9132782773652668,68.98043168528828
363,14850,Norovirus,2013-03-29,2013-03-31,9,CT,Connecticut,New Haven,,,,,,,,,,,44.71666667,1018.244444,5.966666667,0.0,48.98249431,10.044444,6.508333333,39.16192891251781,36045.5126792974,62161.25959483825,4.9254333775695835,0.21242442889420318,1425.0675538916796
364,14851,Norovirus,2013-04-04,2013-04-04,30,CT,Connecticut,Hartford,,,,,,,,,,,39.4,1023.8,7.65,0.0,37.70349498,3.65,7.3,39.92918393304289,39519.90262393656,64825.1218706898,5.096108749175771,0.12824683707079065,1216.3857722697278
365,14853,Norovirus,2013-02-07,2013-02-07,22,OK,Oklahoma,Ottawa,,,,,,,,,,,52.52,1012.9,6.0,0.0,79.21867615,30.92,6.25,38.70834495368648,2346.5333255779356,36250.399124943746,6.695225449256231,1.5912551072137269,67.85141955910979
366,14866,Norovirus,2013-04-13,2013-04-13,28,CT,Connecticut,New Haven,,,,,,,,,,,43.15,1009.933333,7.875,0.24,70.16821902,10.033333,6.9,39.17328406652024,35968.873871846445,62151.879924291505,4.927804899929853,0.21362896008504553,1425.1837445119895
367,14888,Norovirus,2012-12-07,2012-12-11,70,TX,Texas,Travis,,,,,,,,,,,58.82,1013.76,5.985,0.0,60.40356647,20.69,5.82,31.986018757190255,90803.8801659171,56327.942024136006,6.5133120840225605,0.15632542860152437,1043.392158514491
368,14896,Norovirus,2013-05-04,2013-05-04,11,MN,Minnesota,Ramsey,,,,,,,,,,,39.0,1021.5,7.1,0.17,81.41201772,26.4,2.8,34.60156155176626,44045.54374920013,53449.018971983554,5.437574399374993,0.32204443235053676,3366.9090103210237
369,14897,Norovirus,2013-05-04,2013-05-04,6,NY,New York,Queens,,,,,,,,,,,53.9,1026.533333,6.466666667,0.0,62.88485499,0.633333,6.200000003,37.33577056724938,87515.93192907982,56856.360046212336,6.760746069340496,0.08241833095876576,20659.65004787877
370,14930,Norovirus,2013-05-07,2013-05-07,28,OH,Ohio,Medina,,,,,,,,,,,61.81,1016.13,5.93,0.0,66.96936605,33.71,4.04,40.65347168990339,8919.27762058399,65830.25308757077,5.425086247397229,0.2099111880368377,409.77113899142745
371,14935,Norovirus,2013-05-07,2013-05-07,7,MN,Minnesota,Hennepin,,,,,,,,,,,65.23333333,1016.5,2.233333333,0.0,48.47683881,31.9333333,7.033333334,35.92488851042734,75305.26246510088,63830.40506481119,5.4357680630369725,0.18314227441183603,2099.6594892867142
372,14941,Norovirus,2013-05-05,2013-05-05,31,MA,Massachusetts,Worcester,,,,,,,,,,,49.0,1026.15,4.6,0.0,56.68727782,25.35,3.85,39.287257827303954,31599.163507007037,65696.09121763035,4.98624292552286,0.25917858296397006,529.859146000836
373,14966,Norovirus,2013-05-12,2013-05-13,13,TN,Tennessee,Hamilton,,,,,,,,,,,59.25,1019.8,5.75,0.02,44.7949838,24.85,8.75,39.15962229969769,19691.07698808858,46566.07513446438,6.789711411010633,0.23208705159092255,624.0044529192912
374,15010,Norovirus,2013-05-15,2013-05-15,35,VA,Virginia,Henrico,,,,,,,,,,,69.0,1015.1,9.5,0.0,48.03139601,6.3,7.6,37.53619068760874,26070.711904995733,61176.908379969595,4.966190479007674,0.0843683006311338,1322.1145651480977
375,15037,Norovirus,2013-04-25,2013-04-26,15,MI,Michigan,Washtenaw,,,,,,,,,,,40.35,1025.35,6.7,0.135,66.25286305,31.3,8.35,33.187808597727425,36822.17218989291,58867.47129897374,6.081399126876266,0.1378174373759476,491.0918920849581
376,15107,Norovirus,2013-05-26,2013-05-26,59,MN,Minnesota,Dakota,,,,,,,,,,,54.8,1013.8116455078125,8.15,0.0,64.10179856,37.25541687011719,8.4,36.93647207953964,24070.361927183912,73305.29909444007,4.545304743603276,0.2588492766227582,712.5199737639812
377,15320,Norovirus,2013-06-15,2013-06-15,117,IL,Illinois,Boone,,,,,,,,,,,68.27,1015.74,5.09,0.04,70.83344267,27.89,6.09,36.8935997767488,2511.440335970473,62598.214397105876,3.7647911405514827,0.5707558056624417,192.75336869907537
378,15108,Norovirus,2013-01-26,2013-01-26,16,MD,Maryland,Washington,,,,,,,,,,,21.0,1022.9,1.0,0.03,86.43619762,28.0,4.1,39.81287443894952,9032.782702225191,54649.82092209699,5.390023749797547,0.24315997285892077,323.1416193308082
379,15111,Norovirus,2013-02-14,2013-02-24,29,WI,Wisconsin,Milwaukee,,,,,,,,,,,23.86969697,1016.736364,9.260606061,0.045606061,68.83312128,27.5681822,5.740909089,33.70676717202437,38949.93484929372,43560.17225756037,6.189644585788352,0.4114511666883372,3923.715728028286
380,15112,Norovirus,2013-03-09,2013-03-09,48,MD,Maryland,Carroll,,,,,,,,,,,42.2,1018.2396240234375,1.5,0.0,43.31790958,47.020240783691406,10.5,41.1975198658978,6137.509223985213,83349.04053168399,4.131163490416556,0.4109926100762415,373.643108498283
381,15119,Norovirus,2013-03-29,2013-04-02,11,SC,South Carolina,York,,,,,,,,,,,55.34,1018.08,4.22,0.07,55.8010986,24.12,6.18,37.24906466542381,12705.342647393678,52739.5417815828,5.9664202520687315,0.2771940068358804,334.5449293507619
382,15144,Norovirus,2013-03-26,2013-03-30,17,MD,Maryland,Washington,,,,,,,,,,,41.38,1019.42,7.04,0.036,58.41595109,27.28,8.54,39.839397561540316,9107.718910677164,54843.0826438257,5.475602626331397,0.2600210923408304,323.36413530895277
383,15171,Norovirus,2013-03-18,2013-03-21,13,MI,Michigan,Kent,,,,,,,,,,,24.375,1012.575,12.475,0.0525,74.88598307,30.475,7.05,34.35767604161559,28991.984602737288,51103.50005052807,6.033733960631859,0.7437556782931891,715.5791107055717
384,15176,Norovirus,2013-03-24,2013-04-11,72,RI,Rhode Island,Providence,,,,,,,,,,,43.46578947,1012.647368,8.013157895,0.0,51.26200505,17.1045109,6.773684215,37.0441758306079,28987.86526997377,49220.47177058494,6.528730065767002,0.18435554935740334,1532.010465082727
385,15183,Norovirus,2013-05-13,2013-05-17,28,OR,Oregon,Deschutes,,,,,,,,,,,52.69,1016.24,5.18,0.018,56.35570353,107.54,10.91,40.54684494586747,9578.885112839305,50960.505492047974,7.667772845383098,0.7947899862467585,52.835466701499854
386,15193,Norovirus,2013-06-02,2013-06-02,9,IL,Illinois,Cook,,,,,,,,,,,56.98,1010.0,8.18,0.268,85.89688628,21.5333333,6.4,35.3761630715989,171586.07291540844,54580.28161278879,5.562774965888463,0.10789313067347187,5504.778145304616
387,15249,Norovirus,2013-06-01,2013-06-01,8,SC,South Carolina,Charleston,,,,,,,,,,,76.78,1020.55,5.65,0.0,77.77123443,1.55,4.525,35.86835759225739,29896.20188956187,50397.34080312031,7.428955864135634,0.27155647489619383,387.5569407579557
388,15294,Norovirus,2012-01-30,2012-01-30,17,VA,Virginia,Chesterfield,,,,,,,,,,,40.4,1013.80908203125,0.5,0.0,32.85714785,7.937202453613281,3.6,37.22058629354182,19974.20930360186,72885.47592904716,4.317364902176462,0.10458653137791561,740.2313837836817
389,15327,Norovirus,2013-05-31,2013-05-31,33,KS,Kansas,Saline,,,,,,,,,,,72.5,1004.7,5.1,0.27,61.06201446,44.9,6.9,37.828867949057205,2984.30349125362,47389.009781392786,6.574280610723091,0.4920036525589003,77.13214949932949
390,15346,Norovirus,2013-03-03,2013-03-09,27,NC,North Carolina,Wake,,,,,,,,,,,40.97142857,1016.914286,4.971428571,0.061428571,50.41192096,16.171429,5.871428569,34.55128656589003,65105.95886673549,65852.8094177844,4.859735695392446,0.19938442305103957,1089.4100094417397
391,15449,Norovirus,2013-05-12,2013-05-12,10,CA,California,Orange,,,,,,,,,,,71.06666667,1016.2,3.333333333,0.0,67.6985908,2.133333,4.3,36.26721965138401,133442.9259852563,75439.65130220272,5.425849845857553,0.3139036558402704,3835.9792661481492
392,15451,Norovirus,2013-06-28,2013-06-28,25,NY,New York,Nassau,Queens,Suffolk,,,,,,,,,73.99090909,1000.979,9.502727273,0.067272727,76.14597972,1.7123333,6.032272727,39.503707801911524,53054.84692706602,80670.62610887476,4.964527458804835,0.11434141166812266,9012.408238687383
393,15457,Norovirus,2013-06-09,2013-06-09,10,GA,Georgia,Chatham,,,,,,,,,,,80.4,1018.75,5.4,0.0,80.27578968,1.85,6.9,34.018289059456514,18124.811464244853,45552.07822106509,7.402990286700648,0.3413336455819208,629.6104074978035
394,15466,Norovirus,2013-04-05,2013-04-09,26,NC,North Carolina,Alamance,,,,,,,,,,,58.0,1019.1,4.84,0.146,53.73174063,22.24,8.38,38.55777623926334,8986.699334709436,43871.510486433544,5.859681127137342,0.47576842022523635,357.4733678829122
395,15470,Norovirus,2013-04-26,2013-04-26,18,SC,South Carolina,Charleston,,,,,,,,,,,65.76,1025.4,7.6,0.133333333,69.58295328,1.4,7.35,35.84844982186372,29831.309804550736,50360.03005945855,7.370889797429719,0.2771383589232149,386.9033719987597
396,15523,Norovirus,2013-07-10,2013-07-18,9,OH,Ohio,Stark,,,,,,,,,,,76.57888889,1020.702222,4.951111111,0.31,72.1682596,42.2711109,6.764444449,41.38125257389585,14324.075215544333,45631.26592610277,7.171211683166943,0.3100078224558705,652.6353043751792
397,15545,Norovirus,2013-01-11,2013-01-11,12,WI,Wisconsin,Portage,,,,,,,,,,,33.2,1017.953125,5.3,0.2,97.61718336,21.095775604248047,7.7,35.80671214097952,5156.9417397725065,51406.70647815396,7.15479116232345,1.8298145880429062,87.46535697962175
398,15553,Norovirus,2013-07-05,2013-07-05,29,TX,Texas,Harris,,,,,,,,,,,83.4,1013.75,3.35,0.0,54.79025698,2.9,7.46428571,32.23316717343276,196852.9642023521,53115.84901371503,5.557968852615334,0.17164595408180944,2431.495080663821
399,15592,Norovirus,2013-06-24,2013-06-29,91,MA,Massachusetts,Essex,,,,,,,,,,,73.88333333,1007.741667,6.25,0.3275,76.12266691,4.158334,6.675,40.51258908059074,30092.425949771557,67040.38551938342,5.293243686704049,0.26120738549631556,1518.0677470507026
400,15596,Norovirus,2013-03-07,2013-03-07,51,CA,California,Orange,,,,,,,,,,,57.66666667,1016.1,4.3,0.003333333,71.72304935,2.266667,4.966666667,36.2332986016176,132951.70914943298,75496.85036354118,5.37883929029404,0.3175949801934822,3829.2511587223726
401,15597,Norovirus,2013-05-12,2013-05-12,5,CA,California,San Diego,,,,,,,,,,,68.30625,1016.892857,4.275,0.000625,62.39775403,19.067857,8.31875,34.73768316324118,156900.8676155789,63092.13591085518,5.838919630024273,0.6055411791487302,740.2190379207095
402,15607,Norovirus,2013-06-23,2013-06-26,22,FL,Florida,Indian River,,,,,,,,,,,81.975,1019.675,6.425,0.0,76.27376533,0.9,6.075,49.218829970425844,9015.767269797227,44981.330021332054,5.81632066157518,1.9085136100049103,275.8764637018314
403,15637,Norovirus,2013-08-04,2013-08-10,48,TN,Tennessee,Robertson,,,,,,,,,,,76.16857143,1015.757143,3.898571429,0.244285714,80.62142947,20.3485716,7.248571431,37.941196826068044,3965.076749420011,52702.2141085873,4.215846738127576,0.7638266027826587,139.50645746926418
404,15639,Norovirus,2013-05-10,2013-05-11,16,NH,New Hampshire,Strafford,,,,,,,,,,,60.33333333,1011.2,2.4,0.176666667,84.38153485,12.5,5.6,36.78293728579459,11055.20840063814,58523.220384401764,7.1769478198748065,0.30353100505336517,334.65858668841156
405,15641,Norovirus,2013-04-20,2013-04-20,34,NH,New Hampshire,Rockingham,,,,,,,,,,,55.25,1008.133333,12.975,0.18,66.78610012,6.383333,6.025,42.419589783881406,14650.558709990277,77689.28194252973,4.809046090246746,0.2829236385626664,426.23850252089005
406,15669,Norovirus,2013-04-05,2013-04-07,14,NC,North Carolina,Alamance,,,,,,,,,,,51.76666667,1018.933333,4.9,0.243333333,52.46473408,22.3666663,9.16666667,38.55706818880255,8986.882825687047,43874.78899100336,5.861440164454365,0.4755186534164546,357.4645266266231
