,Unnamed: 0.1,Unnamed: 0,CDCID,GenusName,InitialExposure,LastExposure,TotalCases,Exposurestate,ExposureState,ExposureCounty1,ExposureCounty2,ExposureCounty3,ExposureCounty4,ExposureCounty5,ExposureCounty6,ExposureCounty7,ExposureCounty8,ExposureCounty9,ExposureCounty10,ExposureCounty11,ExposureCounty12,ExposureCounty13,ExposureCounty14,ExposureCounty15,ExposureCounty16,ExposureCounty17,ExposureCounty18,ExposureCounty19,TEMP,SLP,WDSP,PRCP,RH,SLP-STP,MXSPD-WDSP,Median age,Immigrants,Households Median Income,%Food preparation,"%Farming, fishing, and forestry",Population Density
42,188,226,17167,Salmonella,2013-10-30,2013-11-02,63,MI,Michigan,Muskegon,,,,,,,,,,,,,,,,,,,50.175,1007.3625,10.5125,0.1825,82.83775076,23.4625,7.025,38.75746144713595,8629.707963244688,40928.73033653612,6.429824379629551,0.7110652585075707,342.89598255304213
43,189,227,17189,Salmonella,2013-11-24,2013-11-24,6,AZ,Arizona,Maricopa,,,,,,,,,,,,,,,,,,,53.70833333,1018.45,4.75,0.10125,68.88696247,43.9944444,4.4,34.96089270606604,193687.91022272967,53641.30024628064,5.85496715916234,0.2555185667087111,422.16396955690806
44,191,232,17746,Salmonella,2013-11-03,2013-11-04,9,IN,Indiana,Allen,Lake,,,,,,,,,,,,,,,,,,44.675,1024.75,7.075,0.0225,72.17749259,26.125,5.35,36.5209642590915,16477.735609874846,49248.74081181284,5.988098458887357,0.1857973334989272,767.7223749280827
45,192,234,17881,Salmonella,2013-10-24,2013-11-01,6,NJ,New Jersey,Ocean,,,,,,,,,,,,,,,,,,,47.4,1015.282958984375,4.1,0.02,71.18939415,11.007773399353027,8.65555556,42.603604208432586,20038.10146108726,61071.36384112379,5.346271986656952,0.2384018472854712,919.879242213175
46,194,236,17913,Salmonella,2013-11-13,2014-01-03,18,CA,California,Alameda,Contra Costa,El Dorado,Los Angeles,Marin,Placer,Sacramento,San Francisco,San Joaquin,Sonoma,,,,,,,,,,52.34021757,1019.081703,4.229664918,0.011732957,49.53700262,26.0368884,5.531468074,38.63500531674666,67710.31229565846,68684.18842418554,5.321041406998592,0.7864109546872701,2657.028450009107
47,206,248,18421,Salmonella,2013-10-12,2013-12-10,133,OK,Oklahoma,McClain,Muskogee,,,,,,,,,,,,,,,,,,48.45183333,1021.019,8.280333333,0.0855,67.33053232,32.689,6.681416667,38.00825235940412,3654.0613615984175,46299.93652781537,5.709839227439592,0.9193885968839915,74.30597013577942
48,241,291,20602,Salmonella,2014-09-14,2014-09-16,7,IL,Illinois,DeKalb,,,,,,,,,,,,,,,,,,,50.06666667,1016.3421630859376,4.433333333,0.005,78.06256813,36.57848739624024,4.9,29.70893872927167,10240.13374850032,53676.3130624918,7.090206144089383,0.3781995910470523,166.2483716044728
49,242,292,20610,Salmonella,2014-09-07,2014-09-07,7,SC,South Carolina,Richland,,,,,,,,,,,,,,,,,,,78.15,1015.45,2.25,0.03,82.57856881,8.4,10.3,32.66168874094892,45871.73538895665,48577.98196247072,6.864493293820187,0.2740827755067422,518.4232001406747
50,244,294,20645,Salmonella,2014-10-04,2014-10-05,42,WI,Wisconsin,Dane,Rock,,,,,,,,,,,,,,,,,,43.275,1005.6,8.05,0.3375,64.24884547,30.475,4.975,36.67633993734227,22075.23245947226,55831.97119316966,5.92731019283832,0.6284088844438026,321.09617775032166
51,246,298,20897,Salmonella,2014-09-13,2014-09-13,9,SC,South Carolina,Beaufort,,,,,,,,,,,,,,,,,,,82.6,1017.3,1.633333333,0.0,79.86220268,1.5,4.4,41.81635615926476,17692.227596183344,57438.10962267823,9.076999640364928,0.3766519177838509,290.74657188755685
