,CDCID,GenusName,InitialExposure,LastExposure,TotalCases,Exposurestate,ExposureState,ExposureCounty1,ExposureCounty2,ExposureCounty3,ExposureCounty4,ExposureCounty5,ExposureCounty6,ExposureCounty7,ExposureCounty8,ExposureCounty9,ExposureCounty10,ExposureCounty11,ExposureCounty12,ExposureCounty13,ExposureCounty14,ExposureCounty15,ExposureCounty16,ExposureCounty17,ExposureCounty18,ExposureCounty19,TEMP,SLP,WDSP,PRCP,RH,SLP-STP,MXSPD-WDSP,Median age,Immigrants,Households Median Income,%Food preparation,"%Farming, fishing, and forestry",Population Density
173,15534,Salmonella,2013-04-21,2013-04-26,335,NV,Nevada,Clark,,,,,,,,,,,,,,,,,,,70.28888889,1012.241667,6.019444444,0.0,11.29673202,82.0150003,7.080555556,35.58546819160194,101230.45675641797,53721.30633008085,11.211782785090136,0.09799950450529653,248.58567848507292
174,15541,Salmonella,2013-07-05,2013-07-24,13,MA,Massachusetts,Suffolk,,,,,,,,,,,,,,,,,,,78.2425,1015.325,3.895,0.04925,70.45777871,0.995,9.805,31.706581086857152,74699.24895187098,53182.09182061003,7.4014211369918215,0.10780326623222795,12561.516805494908
175,15556,Salmonella,2013-07-07,2013-07-09,7,MN,Minnesota,Rice,,,,,,,,,,,,,,,,,,,78.93333333,,5.066666667,0.0,73.36004757,,9.333333333,35.144671264660325,6661.621347178679,60146.626313585766,6.006561330357449,0.5940199538547745,129.9353209536805
176,15636,Salmonella,2013-07-20,2013-07-23,16,RI,Rhode Island,Washington,,,,,,,,,,,,,,,,,,,75.43,1009.9,7.566666667,0.022,81.71588599,2.875,6.008333333,42.121068266823954,7951.075130213688,72168.83754712091,6.941067552376791,0.5611334930440721,384.6205260880389
177,15651,Salmonella,2013-07-04,2013-07-04,8,OR,Oregon,Lane,,,,,,,,,,,,,,,,,,,68.3,1018.6,6.9,0.0,47.38570537,13.5,8.1,38.90113815231737,24183.358250448182,42717.902159038924,6.900800223001783,1.3009869215716598,77.45182428226613
178,15655,Salmonella,2013-07-26,2013-08-26,21,OR,Oregon,Polk,,,,,,,,,,,,,,,,,,,65.98225806,1016.335161,4.305806452,0.003870968,41.70125648,6.844193,6.836774198,37.448850631446746,6926.667451774461,52714.147508504306,4.320229423449578,3.601969324251234,102.2583300037372
179,15699,Salmonella,2013-08-11,2013-08-11,119,MN,Minnesota,Hennepin,,,,,,,,,,,,,,,,,,,70.13333333,1017.833333,2.4,0.0,66.95014737,31.7999997,3.0,35.95207794841752,75462.58942442645,64064.534695137016,5.484030426664751,0.17771164818710405,2105.625406008292
180,15929,Salmonella,2013-08-09,2013-09-04,9,OR,Oregon,Marion,Yamhill,,,,,,,,,,,,,,,,,,68.8308642,1014.633333,3.343209877,0.02345679,64.44636298,6.582716,6.188888888,36.35298796828158,12643.757924471238,50599.117569428185,5.869954613865963,3.6476742001176827,203.76329361673362
181,15935,Salmonella,2013-05-20,2013-06-20,25,MA,Massachusetts,Norfolk,Suffolk,,,,,,,,,,,,,,,,,,64.38203125,1013.845573,5.756770833,0.304375,69.28467076,1.547135,8.564062497,36.16577975077914,58818.72309400803,68709.45738691828,5.826472339192307,0.10787775855635512,7121.529986485009
182,15938,Salmonella,2013-09-08,2013-09-08,14,MO,Missouri,Jackson,,,,,,,,,,,,,,,,,,,86.8,1011.5,7.3,0.0,49.15137038,35.0,5.7,36.26375906396089,35727.6990222956,47024.59338103753,6.03239791796125,0.08914498510986442,1116.3235797225932
183,15779,Salmonella,2013-07-13,2013-07-26,11,CT,Connecticut,New London,,,,,,,,,,,,,,,,,,,75.70714286,1014.921429,6.788095238,0.008095238,77.91405101,-0.042857,5.654761902,40.42532568085494,18579.63100284633,67387.38915380232,6.518391455548062,0.23545076800715173,412.0659500867906
184,15790,Salmonella,2013-05-01,2013-05-17,100,NC,North Carolina,Cumberland,,,,,,,,,,,,,,,,,,,66.26666667,1017.108824,7.258823529,0.046862745,62.20424316,7.879412,5.688235291,30.89122056327986,38449.40924790956,45407.43354033293,6.718157867613211,0.3717619181592011,491.041502587058
185,15803,Salmonella,2013-06-22,2013-06-22,7,GA,Georgia,Tift,,,,,,,,,,,,,,,,,,,75.9,,3.4,0.0,79.79959475,,12.5,34.366923271367305,2429.014630353748,35880.24164094324,6.186130374508404,3.8709580545517173,156.34153753203438
186,15810,Salmonella,2013-06-28,2013-06-30,10,GA,Georgia,Tift,,,,,,,,,,,,,,,,,,,76.06666667,,5.0,0.0,86.9817893,,8.33333333,34.36616797876604,2426.898490361537,35827.26770261085,6.177654817122889,3.885874843179798,156.34821823637125
187,15811,Salmonella,2013-08-05,2013-08-15,5,OH,Ohio,Summit,,,,,,,,,,,,,,,,,,,68.22272727,1016.513636,4.277272727,0.057727273,70.49245784,41.6181815,5.727272723,40.31602023786027,21764.182379768565,49500.45482745022,6.09758394848305,0.1774692701671594,1312.3568946385042
188,15812,Salmonella,2013-05-29,2013-06-14,36,AR,Arkansas,Izard,,,,,,,,,,,,,,,,,,,72.98764706,1012.552941,4.359411765,0.272941176,24.98695598,23.1311763,5.552941176,47.48007898377962,971.7508196477985,30755.330072299923,4.214245616696653,1.3391119372462652,23.417025702495906
189,15830,Salmonella,2013-07-13,2013-07-22,10,NE,Nebraska,Douglas,,,,,,,,,,,,,,,,,,,81.015,1015.78,6.14,0.003,59.61526177,35.835,6.735,33.65048124407441,30048.71641781181,53344.92565018406,5.903878914838503,0.34520486421295776,1588.6086728241082
190,15873,Salmonella,2013-09-05,2013-09-05,9,OH,Ohio,Cuyahoga,,,,,,,,,,,,,,,,,,,68.175,1020.733333,9.0,0.0,63.02200264,27.0666663,4.5,40.358700203588995,44611.609380913025,43753.56727049991,5.987721076551767,0.08696952201629174,2787.021664283722
191,15880,Salmonella,2013-08-04,2013-08-21,8,TN,Tennessee,Blount,,,,,,,,,,,,,,,,,,,74.54444444,1017.144444,4.138888889,0.143333333,78.27595102,34.4055551,5.738888889,41.71963356900471,7449.24539489741,46038.8740034739,5.078474109008932,0.18563652609387854,221.00229416558284
192,15881,Salmonella,2013-08-20,2013-08-20,24,TN,Tennessee,Hamilton,,,,,,,,,,,,,,,,,,,76.7,1019.2,1.7,0.17,78.77980163,24.1,3.4,39.21939344738905,19756.112787599854,46566.345054793404,6.692905138602433,0.2282582714307005,625.982115364682
193,15883,Salmonella,2013-08-23,2013-08-27,7,IL,Illinois,McLean,,,,,,,,,,,,,,,,,,,75.98,1020.26,7.56,0.0,71.04503427,30.28,3.44,32.205371316016006,14521.457869186877,61859.72960036079,6.939469521642441,0.32529145151150657,144.2628121051926
194,15901,Salmonella,2013-09-09,2013-09-17,32,OH,Ohio,Fulton,,,,,,,,,,,,,,,,,,,63.94555556,1018.797778,6.213333333,0.114444444,47.85350156,27.967778,6.031111107,39.610575127099494,1661.5763976671515,53019.32897589785,4.961749067733734,0.5209541976985839,105.09868164206576
195,15909,Salmonella,2013-08-24,2013-08-24,5,OH,Ohio,Franklin,Licking,,,,,,,,,,,,,,,,,,70.82,1023.2,3.22,0.226,61.81466415,30.6,4.58,36.415932759812776,39279.04278444644,52741.73808475859,5.580778117961897,0.2720728179464228,1227.669331927916
196,15919,Salmonella,2013-07-28,2013-09-01,8,AK,Alaska,Bethel,,,,,,,,,,,,,,,,,,,54.29372054,1009.550833,6.338943603,0.0751685,81.89510626,10.7586637,6.222791107,26.150043586549724,848.745233580772,51873.34898043952,2.068424482166413,0.5101670293211535,0.4261690914077285
197,15920,Salmonella,2013-09-01,2013-09-01,11,SC,South Carolina,Greenwood,,,,,,,,,,,,,,,,,,,76.9,1012.6,3.9,0.04,82.07608996,21.7,11.1,38.28037703933702,4435.424608038183,36936.73254440085,5.459196569471475,0.8588820144190581,153.24697241985524
198,15924,Salmonella,2013-06-24,2013-07-01,12,AZ,Arizona,Maricopa,,,,,,,,,,,,,,,,,,,96.534375,1007.34375,6.0575,0.0,14.12854502,41.8243056,6.725,34.78805982936646,192193.4874100386,53931.67871762874,5.829157085938532,0.24237096242301798,419.99495031479705
199,15971,Salmonella,2013-07-30,2013-07-30,5,AZ,Arizona,Mohave,,,,,,,,,,,,,,,,,,,89.6,1012.5,6.8,0.0,20.75848886,68.85,9.25,47.74886206363583,18146.86372682177,39248.5401723561,9.4009089517108,0.3710508859439115,15.134400235308203
200,15995,Salmonella,2013-09-12,2013-09-21,23,IL,Illinois,Grundy,,,,,,,,,,,,,,,,,,,64.12,,4.86,0.0425,71.96838238,,6.41,36.62394348419015,2418.3501488327797,64270.90604999675,7.569556573774221,0.27144127037725074,119.65919537321903
201,15998,Salmonella,2013-05-22,2013-05-22,31,CA,California,Los Angeles,,,,,,,,,,,,,,,,,,,66.72352941,1009.530769,8.341176471,0.057647059,56.95066522,36.3041023,5.764705879,34.9164969648969,282902.9963060617,56106.94503519315,5.32617393659391,0.3410426398055531,2429.632146062002
202,16002,Salmonella,2013-07-06,2013-07-06,38,AL,Alabama,Sumter,,,,,,,,,,,,,,,,,,,73.64,1016.7,3.1,0.34,11.35379076,10.5,4.9,37.265897218705284,787.429480895975,22340.25357717276,9.82229575081528,2.1810902687054408,15.0589843441979
203,16003,Salmonella,2013-05-26,2013-05-28,7,MN,Minnesota,Pine,,,,,,,,,,,,,,,,,,,55.73333333,,,0.0,,,,42.61113565902982,1831.217102669939,44053.8101245674,6.873360689966677,1.6513520532715598,20.91936768837871
204,16015,Salmonella,2013-05-24,2013-05-25,10,IL,Illinois,DuPage,,,,,,,,,,,,,,,,,,,48.875,1027.775,5.95,0.0625,58.38975007,26.475,4.8,38.284534209960775,54255.698123111215,78551.98878307355,4.448889702706165,0.07542225033003133,2810.272720441503
205,16053,Salmonella,2013-10-04,2013-10-04,50,AL,Alabama,Limestone,,,,,,,,,,,,,,,,,,,72.8,1018.5,3.1,0.0,77.1135154,20.9,3.9,38.51550881486123,5067.006876184939,48486.672443414805,4.99480096547526,0.5515440327404416,151.45829064645773
206,16102,Salmonella,2011-06-05,2011-06-11,67,WI,Wisconsin,Menominee,,,,,,,,,,,,,,,,,,,65.08857143,1014.485714,7.294285714,0.02,39.49036251,29.4885711,6.554285716,33.689441921386624,239.39535245609673,29212.039525439737,3.0092269464320034,7.424939615940582,11.896247027742975
207,16208,Salmonella,2013-09-28,2013-09-28,7,GA,Georgia,Colquitt,,,,,,,,,,,,,,,,,,,69.8,,4.6,0.0,65.01749972,,5.3,34.88970143169808,3294.282127230771,32646.86432150516,4.168874490521863,8.212418060047336,84.03101352998809
208,16209,Salmonella,2012-09-01,2012-11-04,10,CA,California,Santa Clara,,,,,,,,,,,,,,,,,,,63.88205128,1016.108462,4.605512821,0.010717949,64.85096913,2.335129,7.016282049,36.15089340218301,90661.71000872224,90441.75792673617,4.222871680057653,0.285476051313785,1381.581163757915
209,16210,Salmonella,2013-09-30,2013-09-30,11,TN,Tennessee,Washington,,,,,,,,,,,,,,,,,,,63.89,1016.4,2.1,0.0,50.6081421,52.8,4.9,39.604815283535885,8507.875318224551,42206.38468935201,6.887268350674445,0.027006462427116188,378.71279013343656
210,16212,Salmonella,2013-07-26,2013-08-02,15,MI,Michigan,Shiawassee,,,,,,,,,,,,,,,,,,,65.4125,,4.4875,0.0,79.85645171,,6.9,40.647880719428976,3846.3187810437566,46382.326641241394,5.401325916747327,0.4872506226186253,132.09009994812567
211,16218,Salmonella,2013-08-06,2013-08-06,11,AR,Arkansas,Pulaski,,,,,,,,,,,,,,,,,,,83.6,1012.55,3.85,0.1,76.73332246,10.25,5.55,35.98877126208584,21778.565638041706,45997.968943137465,5.907172842858089,0.16603677514191623,506.6780227722231
212,16226,Salmonella,2013-07-13,2013-07-19,14,CA,California,Orange,,,,,,,,,,,,,,,,,,,72.58571429,1012.7,3.8,0.0,61.26092529,2.228571,5.633333333,36.3017670243691,134014.51297678708,75400.86245330368,5.46785941554643,0.31090903374185436,3842.5622902045425
213,16231,Salmonella,2013-08-21,2013-08-24,5,CA,California,Contra Costa,,,,,,,,,,,,,,,,,,,64.20357143,1011.55,10.625,0.0,64.85343797,1.925,4.88928571,38.56826080475261,55283.41137882654,78386.03844969218,4.563607683176377,0.33271748871969253,1481.6652890843732
214,16238,Salmonella,2013-08-25,2013-09-09,9,PA,Pennsylvania,Northampton,,,,,,,,,,,,,,,,,,,70.529375,1015.339375,4.154375,0.230625,40.00474264,13.601875,5.27375,41.10820566843308,17902.018361825158,59746.209136672434,4.8111009749401745,0.18974119626802655,806.5103506644862
215,16263,Salmonella,2013-10-05,2013-10-21,10,PA,Pennsylvania,Venango,,,,,,,,,,,,,,,,,,,55.18235294,,6.194117647,0.100588235,70.32598611,,5.776470593,44.62502021478708,2464.8476229309413,41864.88142135738,5.287669450028688,0.3708780087790886,81.05490887754166
216,16352,Salmonella,2013-11-24,2013-11-24,7,MO,Missouri,Greene,,,,,,,,,,,,,,,,,,,20.8,1038.7,6.9,0.0,58.57106395,48.6,7.1,35.59954421101287,23762.27809819112,40414.31757421521,7.45215251203477,0.21114123592422177,411.6384666711581
217,16379,Salmonella,2013-11-27,2013-12-05,32,TN,Tennessee,Bradley,,,,,,,,,,,,,,,,,,,44.13222222,1020.822222,3.075555556,0.144444444,77.20049265,32.2133331,5.847777777,38.468136574803076,5445.404980357341,41036.89396587445,6.339134212583564,0.6858521118750115,304.1740583158722
218,16549,Salmonella,2013-03-24,2014-05-25,17,OR,Oregon,Clackamas,Marion,,,,,,,,,,,,,,,,,,53.32601636,1018.710249,4.696211059,0.096226636,70.01094328,10.005829,6.142718071,38.0494300715734,22572.38768124561,55556.45374473583,5.28058807693053,2.7670407070993375,235.9760782507829
219,16602,Salmonella,2013-12-23,2013-12-27,43,NY,New York,Kings,,,,,,,,,,,,,,,,,,,37.81333333,1023.666667,8.66,0.068,59.05640806,0.716667,7.82666667,34.198175644408124,91512.27302705968,46070.03862796759,5.68941017738706,0.04655269453146592,35855.86716199614
220,16616,Salmonella,2013-10-19,2013-10-19,97,NV,Nevada,Clark,,,,,,,,,,,,,,,,,,,62.91666667,1018.275,2.95,0.0,20.01062715,83.035,4.533333333,35.736780467235654,101495.61250801687,53084.93237871402,11.22956512311409,0.10882984235251174,249.93742385425318
221,16626,Salmonella,2013-09-06,2013-09-20,15,KY,Kentucky,Hopkins,,,,,,,,,,,,,,,,,,,72.10266667,1018.393333,3.175333333,0.098666667,74.40395545,16.762,6.575333334,40.22081752695442,1976.7054063936318,40696.10969686969,6.566239429413107,0.5665500093704277,86.41793211675785
222,16658,Salmonella,2013-08-12,2013-09-15,17,PA,Pennsylvania,Philadelphia,,,,,,,,,,,,,,,,,,,73.65142857,1016.991429,4.734285714,0.123142857,65.24492095,4.197143,5.908571426,33.57262418360662,68666.03147995986,37117.88494905411,6.240688363039463,0.09208513891962293,11432.384293837356
223,17113,Salmonella,2013-06-07,2013-07-11,7,CA,California,Alameda,Santa Clara,,,,,,,,,,,,,,,,,,66.22885714,1013.206429,6.668571429,0.000873016,64.47846469,4.631667,6.949428571,36.501865029704916,93215.57560232289,81429.68818137434,4.473700783404753,0.25139205367055173,1728.9415425372315
224,17128,Salmonella,2013-03-31,2013-03-31,6,CA,California,Alameda,,,,,,,,,,,,,,,,,,,59.68333333,1017.133333,5.533333333,0.021666667,78.16033973,6.5,6.633333337,36.65505404185377,92752.50211343223,71611.03633366457,4.591293176125864,0.17978928662488758,2056.7935613391055
225,17134,Salmonella,2013-06-18,2013-11-08,11,NM,New Mexico,Bernalillo,Curry,Eddy,Lincoln,McKinley,Roosevelt,San Juan,Taos,,,,,,,,,,,,66.74620353,1013.154306,7.207184343,0.055415283,43.65048443,170.2041131,9.443371217,36.55130192750152,6983.435820659222,41479.88309244414,7.0113182192846795,1.8919862919717412,85.6045719468862
226,17167,Salmonella,2013-10-30,2013-11-02,63,MI,Michigan,Muskegon,,,,,,,,,,,,,,,,,,,50.175,1007.3625,10.5125,0.1825,82.83775076,23.4625,7.025,38.75746144713595,8629.707963244688,40928.73033653612,6.429824379629551,0.7110652585075707,342.89598255304213
227,17189,Salmonella,2013-11-24,2013-11-24,6,AZ,Arizona,Maricopa,,,,,,,,,,,,,,,,,,,53.70833333,1018.45,4.75,0.10125,68.88696247,43.9944444,4.4,34.96089270606604,193687.91022272967,53641.30024628064,5.85496715916234,0.25551856670871115,422.16396955690806
228,17251,Salmonella,2013-05-31,2013-08-17,14,CA,California,Los Angeles,,,,,,,,,,,,,,,,,,,72.30712491,1012.288178,6.347335981,0.000574688,50.01985232,36.5271213,6.318460949,34.958768782033054,282728.309855246,56058.1102302745,5.342097939070793,0.34044271469157644,2431.2656904025985
229,17279,Salmonella,2013-11-25,2013-11-25,11,CO,Colorado,Denver,,,,,,,,,,,,,,,,,,,33.32,1020.9,6.49,0.0,60.91682961,193.0,8.24,33.783826455127304,71154.22053839115,50188.25357854388,6.986116761006493,0.19247045313792158,4038.2575869425086
230,17695,Salmonella,2014-01-11,2014-01-11,20,MA,Massachusetts,Middlesex,,,,,,,,,,,,,,,,,,,42.4,1013.5,5.4,0.05,98.47156623,3.2,12.7,38.599405095972436,99370.53698589875,82119.98717201987,4.324432984868463,0.09756847212623969,1862.2851164885822
231,17684,Salmonella,2014-01-11,2014-02-07,36,MN,Minnesota,Hennepin,,,,,,,,,,,,,,,,,,,9.488095238,1016.945238,8.444047619,0.02702381,68.92941105,34.2357142,7.264285711,36.00871456040178,76711.27808904974,64455.7692366207,5.553290085637166,0.1710465914555757,2116.173152112808
232,17746,Salmonella,2013-11-03,2013-11-04,9,IN,Indiana,Allen,Lake,,,,,,,,,,,,,,,,,,44.675,1024.75,7.075,0.0225,72.17749259,26.125,5.35,36.5209642590915,16477.735609874846,49248.74081181284,5.988098458887357,0.18579733349892727,767.7223749280827
233,17780,Salmonella,2014-01-22,2014-02-09,8,OH,Ohio,Athens,,,,,,,,,,,,,,,,,,,19.75263158,,4.526315789,0.0,64.16187505,,8.515789471,26.814044160722478,8840.644844974619,33815.792701760794,10.340204971664392,0.2391619825229192,128.71416443955752
234,17881,Salmonella,2013-10-24,2013-11-01,6,NJ,New Jersey,Ocean,,,,,,,,,,,,,,,,,,,47.4,,4.1,0.02,71.18939415,,8.65555556,42.603604208432586,20038.10146108726,61071.36384112379,5.346271986656952,0.2384018472854712,919.879242213175
235,17882,Salmonella,2013-06-06,2013-06-09,5,NJ,New Jersey,Gloucester,,,,,,,,,,,,,,,,,,,68.865,1014.84,4.17,0.575,34.75059182,1.82,9.5175,38.809601339757364,12453.028892408121,74572.90451922832,4.383301818745469,0.24724325495222388,896.2808284280457
236,17913,Salmonella,2013-11-13,2014-01-03,18,CA,California,Alameda,Contra Costa,El Dorado,Los Angeles,Marin,Placer,Sacramento,San Francisco,San Joaquin,Sonoma,,,,,,,,,,52.34021757,1019.081703,4.229664918,0.011732957,49.53700262,26.0368884,5.531468074,38.63500531674666,67710.31229565846,68684.18842418554,5.321041406998592,0.7864109546872701,2657.028450009107
237,17916,Salmonella,2014-02-04,2014-02-15,10,CT,Connecticut,Fairfield,,,,,,,,,,,,,,,,,,,24.8,1019.05,5.858333333,0.1825,62.71761837,9.325,6.266666667,39.69922060338531,39182.365517118764,82326.33342654268,4.24305964133178,0.12274644610473627,1483.6114141151104
238,17996,Salmonella,2013-05-05,2013-05-21,16,NJ,New Jersey,Middlesex,,,,,,,,,,,,,,,,,,,60.22411765,1016.195294,3.266470588,0.074117647,37.00666696,6.729412,7.738235292,37.26148323954104,40600.04628386935,79500.6185807921,4.310709929308294,0.09509708683124501,2632.698454082609
239,18101,Salmonella,2013-05-05,2013-05-20,137,CA,California,Fresno,Merced,Sacramento,San Diego,Santa Cruz,Yuba,,,,,,,,,,,,,,65.8582354,1015.99881,5.802086538,0.016515171,58.54354975,13.647511,5.880288462,33.18222846843974,50291.812302229286,53309.54040770025,5.7628818049288695,4.460983167264298,535.8542047933357
240,18251,Salmonella,2014-02-12,2014-02-15,6,NJ,New Jersey,Hudson,,,,,,,,,,,,,,,,,,,29.55,1011.09,0.6975,0.045,30.07860582,6.24,13.0525,34.41644504357764,37045.510010933765,58450.971945977326,5.007723101290987,0.09341545504061535,13980.995898097482
241,18275,Salmonella,2013-05-07,2013-05-07,5,MD,Maryland,Carroll,,,,,,,,,,,,,,,,,,,59.5,,6.4,0.0,88.82909137,,5.6,41.28362409028772,6115.214566935172,83592.16582461474,4.181795878601311,0.42079506056181454,373.63471594675076
242,18383,Salmonella,2013-08-19,2013-08-24,10,WA,Washington,King,,,,,,,,,,,,,,,,,,,68.15416667,1016.05,4.929166667,0.0,57.09336148,6.255556,5.304166663,37.094794832887594,125212.22916962695,71529.7654663049,5.419326302636125,0.26792622011644135,927.5801556751421
243,18405,Salmonella,2013-05-03,2013-05-05,8,WI,Wisconsin,Outagamie,,,,,,,,,,,,,,,,,,,47.56666667,,9.466666667,0.026666667,76.64526638,,4.833333333,37.42324687339319,8923.92471035262,57834.36732748946,5.628085249545458,0.4323961023861078,277.93409846065714
244,18407,Salmonella,2013-06-06,2013-06-10,75,WI,Wisconsin,Iowa,,,,,,,,,,,,,,,,,,,62.7,,4.82,0.0,68.0965044,,6.38,41.62093664256646,1029.1114866928976,55943.148570816054,4.312726105484537,2.7031853635733354,31.095264149784033
245,18408,Salmonella,2013-04-20,2013-04-26,5,WI,Wisconsin,Walworth,,,,,,,,,,,,,,,,,,,44.87857143,1022.214286,8.748571429,0.04,53.77366779,29.6057146,5.848571431,38.00627699204012,6934.146722537568,54224.77558281428,6.597288714140646,1.0269134272701066,184.44224410849023
246,18412,Salmonella,2013-05-23,2013-09-23,17,WI,Wisconsin,Brown,Dane,Manitowoc,Marathon,Milwaukee,Outagamie,,,,,,,,,,,,,,66.22529122,1015.926613,6.177318548,0.09452765,70.25378808,31.7022466,6.472199822,37.498271142264386,16941.264316526016,53187.744050950714,5.576402832333555,0.904197900261421,886.3362504571626
247,18414,Salmonella,2013-05-18,2013-05-20,25,WI,Wisconsin,Marathon,,,,,,,,,,,,,,,,,,,66.03333333,1011.033333,8.516666667,0.093333333,74.08822474,43.983333,5.633333333,39.41147481841332,5034.565152355496,53526.911776935805,4.815904130969916,1.305418698382227,86.88028328977146
248,18421,Salmonella,2013-10-12,2013-12-10,133,OK,Oklahoma,McClain,Muskogee,,,,,,,,,,,,,,,,,,48.45183333,1021.019,8.280333333,0.0855,67.33053232,32.689,6.681416667,38.00825235940412,3654.0613615984175,46299.93652781537,5.709839227439592,0.9193885968839915,74.30597013577942
249,18432,Salmonella,2014-03-10,2014-03-15,12,UT,Utah,Salt Lake,,,,,,,,,,,,,,,,,,,48.4,1019.533333,7.75,0.008333333,41.80772396,144.983333,9.41666667,31.26877165610719,55854.55072385616,60762.83014317876,5.086756517666717,0.12649230915589607,1416.3984736526309
250,18495,Salmonella,2014-02-10,2014-02-10,21,TX,Texas,Dallas,,,,,,,,,,,,,,,,,,,35.51666667,1022.166667,10.15,0.014,90.74003429,20.3,3.53333333,32.72309912792726,126749.53301430903,49532.39292423489,6.020267503674876,0.17278611690724435,2773.405483710328
251,18682,Salmonella,2014-03-21,2014-04-15,11,MA,Massachusetts,Middlesex,,,,,,,,,,,,,,,,,,,41.93461538,1015.830769,8.657692308,0.193461538,57.27823733,6.419231,8.426923072,38.58564569445116,99719.44547985867,82386.57470727565,4.336643524616975,0.09348413836839804,1866.7783667924377
252,18957,Salmonella,2014-01-31,2014-02-23,9,AZ,Arizona,Maricopa,,,,,,,,,,,,,,,,,,,60.59097222,1014.052083,4.072083333,0.0,30.4606701,43.6321177,4.850416667,35.041576609473076,194616.18334532925,53560.74069818867,5.856861123753769,0.26220826468891434,423.39263927593834
253,18978,Salmonella,2014-04-29,2014-05-23,18,UT,Utah,Salt Lake,,,,,,,,,,,,,,,,,,,58.068,1013.008,7.248,0.048,36.65687977,142.824,7.508,31.320182814759704,55693.32446885588,60929.60785297428,5.098466652482175,0.12360256579320845,1419.7730126857857
254,19040,Salmonella,2014-02-28,2014-03-07,8,SC,South Carolina,Spartanburg,,,,,,,,,,,,,,,,,,,43.1,1019.475,6.71875,0.066875,55.87983164,35.3625,6.93125,38.213837269734974,15058.65617653999,42967.94030526628,5.87966162613613,0.31377655047355113,355.3790224024815
255,19135,Salmonella,2014-05-15,2014-05-20,8,CT,Connecticut,New Haven,,,,,,,,,,,,,,,,,,,61.425,1018.372222,8.204166667,0.2,57.25968163,9.75,6.908333333,39.483563353027684,34322.76117495419,61871.44458623103,5.0394589886396055,0.24534906458928837,1427.5372527059117
256,19186,Salmonella,2013-03-14,2013-03-21,64,NE,Nebraska,Douglas,,,,,,,,,,,,,,,,,,,33.8375,1018.8,8.125,0.01375,70.88120794,37.86875,7.36875,33.61576256464909,29846.15876588953,53323.53346463226,5.919309715690743,0.3247015244681879,1582.0349097084238
257,19327,Salmonella,2014-05-10,2014-05-10,19,OK,Oklahoma,Okfuskee,,,,,,,,,,,,,,,,,,,73.48,,7.51,0.0,69.30901119,,9.49,40.2691463130683,965.0245275258463,35348.09687661913,4.449948203231454,2.0568543668633272,19.838021438842343
258,19372,Salmonella,2014-05-07,2014-06-11,21,IL,Illinois,Cook,,,,,,,,,,,,,,,,,,,62.68444444,1015.116667,8.114444444,0.107583333,64.65072055,22.4379633,7.376111116,35.58067831007142,173971.81836739418,54634.14613582354,5.658888265992494,0.09351583822263537,5520.229002990764
259,19488,Salmonella,2014-06-08,2014-06-08,11,IL,Illinois,Marion,,,,,,,,,,,,,,,,,,,71.9,,9.3,0.01,73.48056459,,8.8,41.482571183987524,1748.5994165120171,41209.65322309031,6.292155555332548,0.6136642529363202,68.15261780340147
260,19556,Salmonella,2014-06-22,2014-06-23,18,OH,Ohio,Medina,,,,,,,,,,,,,,,,,,,70.71,1014.175,4.165,0.0,65.58429104,33.49,6.165,41.006713553540166,8839.347888520768,66111.24143914806,5.458478756698907,0.14783096158967607,412.14787729633156
261,19565,Salmonella,2014-06-07,2014-06-08,6,MA,Massachusetts,Bristol,,,,,,,,,,,,,,,,,,,69.825,1012.3,3.0375,0.0,58.17246991,2.1,8.79583333,40.29299509998151,20267.300428146962,55467.224245840785,5.454251907067791,0.3627527928720202,995.0212850481437
262,19595,Salmonella,2014-06-20,2014-06-22,9,IL,Illinois,Cook,,,,,,,,,,,,,,,,,,,68.29333333,1013.45,5.553333333,0.231333333,88.2172532,21.95,8.306666667,35.59558331170461,174224.20791353929,54657.62156622006,5.6570411542370875,0.0924912025756796,5521.4679037339165
263,19642,Salmonella,2014-07-02,2014-07-05,101,FL,Florida,Liberty,,,,,,,,,,,,,,,,,,,82.1825,1016.7325,4.5375,0.03,30.59070193,2.9075,5.245,37.29466342068894,1254.2947941068887,39340.62957573092,3.5711408000204874,3.657040793838344,9.940359411742877
264,20051,Salmonella,2014-07-26,2014-07-26,30,OK,Oklahoma,Pawnee,,,,,,,,,,,,,,,,,,,85.38,1010.87,8.84,0.0,63.35958691,32.15,5.15,41.76367685472811,1212.0516526006434,44021.733658493395,6.277449993095361,0.34598893730493174,29.20002016580831
265,19936,Salmonella,2014-05-19,2014-07-23,11,NY,New York,Kings,,,,,,,,,,,,,,,,,,,71.02727273,1015.673737,7.388383838,0.082373737,61.85529257,0.688889,7.025757572,34.2479510192811,92196.8016312618,46500.22219420675,5.711146405616263,0.05187583444077537,36064.4223101191
266,20072,Salmonella,2014-06-15,2014-06-17,10,GA,Georgia,Coweta,,,,,,,,,,,,,,,,,,,80.16666667,,1.333333333,0.0,72.16024304,,7.033333334,37.204914599176796,9949.250991446343,61198.59214037218,4.79836850693813,0.06809837679415372,295.620666614062
