,Unnamed: 0,CDCID,GenusName,InitialExposure,LastExposure,TotalCases,Exposurestate,ExposureState,ExposureCounty1,ExposureCounty2,ExposureCounty3,ExposureCounty4,ExposureCounty5,ExposureCounty6,ExposureCounty7,ExposureCounty8,ExposureCounty9,ExposureCounty10,ExposureCounty11,TEMP,SLP,WDSP,PRCP,RH,SLP-STP,MXSPD-WDSP,Median age,Immigrants,Households Median Income,%Food preparation,"%Farming, fishing, and forestry",Population Density
0,11,6584,Norovirus,2011-03-06,2011-03-06,53,MN,Minnesota,Ramsey,,,,,,,,,,,20.7,1027.6,3.9,0.0,68.80209143,27.2,6.0,34.66933685793208,42327.27284722598,52144.52054000989,5.340575542434847,0.3790449727614272,3309.054140398842
1,12,6685,Norovirus,2011-03-12,2011-03-12,26,MS,Mississippi,Harrison,Jackson,,,,,,,,,,57.5875,1024.1625,5.8625,0.0,70.32894033,1.129167,5.4375,36.36849520266673,13443.913717131272,46915.2796458027,8.126126185481251,0.260984335464789,253.9912536433083
2,13,6732,Norovirus,2011-03-10,2011-03-10,5,MN,Minnesota,Dakota,,,,,,,,,,,29.95,1013.8116455078124,7.75,0.03,83.60169572,37.25541687011719,6.25,36.13813209614686,24649.90824141062,73235.4680124453,4.24308317603986,0.2661511302544367,700.8664800677637
3,17,6938,Norovirus,2011-03-23,2011-03-24,44,FL,Florida,Palm Beach,,,,,,,,,,,74.1,1015.6,7.175,0.0,63.14767535,0.2,5.375,43.14528225813999,70504.73915877298,53114.48791108594,6.212614736976123,0.8278466120307806,660.4168870448042
4,18,7036,Norovirus,2011-04-08,2011-04-10,81,HI,Hawaii,Honolulu,,,,,,,,,,,75.28,1017.666667,5.853333333,0.130666667,73.75283802,0.688889,5.846666667,37.55636500557771,59295.20063024715,70373.12856557066,7.369068513710385,0.4356231586649539,1561.7000036065417
5,19,7043,Norovirus,2011-04-02,2011-04-02,20,TN,Tennessee,Greene,,,,,,,,,,,46.96,1009.5,9.2,0.06,31.91062624,53.7,9.8,41.928825916488734,2985.473231288911,36785.567298080285,4.114168160768442,0.578122140077216,109.80331361062726
6,20,7182,Norovirus,2011-04-14,2011-04-15,60,MI,Michigan,Washtenaw,,,,,,,,,,,45.75,1021.15,10.0,0.0,58.88104454,30.8,8.0,32.74394635970263,38048.13692536518,59499.94345703413,6.321260180240834,0.1423019126438949,487.5394673280232
7,21,7204,Norovirus,2011-04-04,2011-04-04,6,MD,Maryland,Anne Arundel,,,,,,,,,,,59.82,1007.075,8.733333333,0.006,50.70043784,2.625,8.299999997,38.1700764577507,39424.8220029881,84076.9259815854,3.983041284925349,0.1620460632224019,1273.2268836591886
8,22,7211,Norovirus,2011-03-31,2011-03-31,22,GA,Georgia,DeKalb,,,,,,,,,,,50.1,1006.9,6.3,0.03,82.55743624,35.4,8.7,33.95782218568941,70988.400691788,51572.51476776607,5.222988238329689,0.0475178365388012,2565.907252586796
9,23,7231,Norovirus,2011-04-15,2011-04-17,23,MN,Minnesota,Beltrami,,,,,,,,,,,32.65,1014.9909057617188,9.9,0.0,60.976666,38.623802185058594,8.11666667,33.442295381914384,2825.87110311106,43544.06636799591,6.216163446656457,1.0733086586821272,17.532338539721213
